,0
0,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""filter_shape""]
    3 --> 4[""unique""]
    4 --> 5[""same_shape""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""count""]
"
1,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    1 --> 4[""filter_size_large""]
    4 --> 5[""filter_shape_sphere""]
    5 --> 6[""filter_color_cyan""]
    6 --> 7[""unique""]
    4 --> 8[""relate_behind""]
    2 --> 9[""relate_left""]
    2 --> 10[""relate_left""]
    9 --> 11[""And""]
    10 --> 11
    11 --> 12[""OR""]
    8 --> 12
    12 --> 13[""filter_material_metal""]
    13 --> 14[""count""]
"
2,"
graph LR
    1[""scene""] --> 2[""filter_material_rubber""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    5 --> 6[""filter_shape_sphere""]
    6 --> 7[""count""]
"
3,"
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 6[""filter_shape_cube""]
    6 --> 7[""filter_material_metal""]
    6 --> 8[""OR""]
    7 --> 8
    5 --> 9[""filter_color_red""]
    5 --> 10[""filter_material_rubber""]
    9 --> 11[""Or""]
    10 --> 11
    11 --> 12[""count""]
    8 --> 12
"
4,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    3 --> 4[""relate_left""]
    4 --> 5[""filter_shape_cylinder""]
    5 --> 6[""unique""]
    6 --> 7[""relate_in_front""]
    7 --> 8[""filter_size_large""]
    8 --> 9[""filter_material_metal""]
    9 --> 10[""unique""]
    10 --> 11[""relate_right""]
    11 --> 12[""filter_size_large""]
    12 --> 13[""count""]
"
5,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    1 --> 5[""scene""]
    5 --> 6[""relate_behind""]
    5 --> 7[""filter_shape_cube""]
    7 --> 6
    6 --> 8[""same_material""]
    4 --> 8
"
6,"
graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""filter_material""]
    4 --> 5[""rubber""]
    5 --> 6[""unique""]
    6 --> 7[""relate_right""]
    7 --> 8[""filter_material""]
    8 --> 9[""rubber""]
    9 --> 10[""unique""]
    1 --> 11[""filter_size_small""]
    11 --> 12[""filter_shape""]
    12 --> 13[""sphere""]
    13 --> 14[""unique""]
    10 --> 15[""query_color""]
    14 --> 16[""query_color""]
    16 --> 17[""equal_color""]
    15 --> 17
"
7,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_color_blue""]
    3 --> 4[""unique""]
    1 --> 5[""filter_material_metal""]
    5 --> 6[""filter_shape_cylinder""]
    6 --> 7[""unique""]
    7 --> 8[""relate_right""]
    8 --> 9[""filter_size_small""]
    9 --> 10[""unique""]
    10 --> 11[""equal_shape""]
    4 --> 11
"
8,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""relate_right""]
    3 --> 4
    4 -->5[""unique""]
    4 --> 5
    5 --> 6[""filter_size_small""]
    6 --> 7[""filter_material_metal""]
    7 --> 8
    1 --> 9[""filter_material_metal""]
    9 --> 10
    2 --> 11[""relate_right""]
    11 --> 12
    5 --> 12
    10 --> 13
    12 --> 14[""unique""]
    4 --> 15[""unique""]
    7 --> 15
    13 --> 14
    16
    15 --> 17[""relate_right""]
    17 --> 18[""filter_color_green""]
    18 --> 19[""unique""]
    19 --> 20
    20 --> 14
    11 --> 21[""relate_right""]
    21 --> 22
    14 --> 22
    20 --> 22
    22 --> 23
    23 --> 24[""unique""]
    17 --> 25[""filter_color_blue""]
    25 --> 26[""query_color""]
    26 --> 27
    27 --> 28[""equal_color""]
    20 --> 28
    28 --> 16
"
9,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""count""]
    1 --> 6[""filter_material_rubber""]
    6 --> 7[""count""]
    5 --> 8[""less_than""]
    7 --> 8
"
