,0
0,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
"
1,"graph LR
    1[""scene""] --> 5[""filter_color_gray""]
    4[""unique""] --> 13[""relate_behind""]
    5 --> 6[""unique""]
    6 --> 8[""relate_left""]
    8 --> 9[""And""]
    13 --> 9
"
2,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
"
3,"graph LR
    4[""unique""] --> 8[""relate_right""]
    10[""Or""] --> 11[""count""]
"
4,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    3[""unique""] --> 4[""relate_left""]
"
5,"graph LR
    1[""scene""] --> 6[""filter_shape_cube""]
    6 --> 7[""unique""]
"
6,"graph LR
    1[""scene""] --> 9[""filter_size_small""]
    6[""unique""] --> 7[""relate_right""]
    12[""query_color""] --> 13[""equal_color""]
"
7,"graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    7[""unique""] --> 8[""relate_right""]
    8 --> 11[""filter_size_small""]
    11 --> 12[""unique""]
"
8,"graph LR
"
9,"graph LR
    4[""scene""] --> 11[""filter_size_small""]
    5[""filter_color_brown""] --> 12[""filter_material_metal""]
    8[""count""] --> 10[""less_than""]
    9[""count""] --> 10
    11 --> 5
    12 --> 8
"
10,"graph LR
    1[""scene""] --> 10[""filter_size_large""]
    2[""filter_color_gray""] --> 5[""unique""]
    3[""filter_material_rubber""] --> 2
    5 --> 6[""relate_right""]
    6 --> 7[""filter_shape_sphere""]
    8[""unique""] --> 9[""query_color""]
    10 --> 3
"
11,"graph LR
"
12,"graph LR
    1[""scene""] --> 5[""filter_color_purple""]
    1 --> 3[""filter_color_brown""]
    3 --> 2[""filter_material_metal""]
    4[""unique""] --> 9[""relate_in_front""]
    7[""unique""] --> 8[""relate_behind""]
    8 --> 17[""And""]
    9 --> 17
"
13,"graph LR
    1[""scene""] --> 3[""filter_size_small""]
    2[""filter_color_red""] --> 4[""unique""]
    3 --> 2
    4 --> 5[""same_material""]
    7[""filter_color_yellow""] --> 9[""unique""]
    9 --> 10[""query_shape""]
"
14,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_small""]
    4[""unique""] --> 5[""same_shape""]
"
15,"graph LR
    1[""scene""] --> 7[""filter_color_red""]
    2[""filter_size_large""] --> 5[""unique""]
    4[""filter_color_green""] --> 3[""filter_material_metal""]
    5 --> 6[""relate_left""]
    6 --> 11[""OR""]
    11 --> 12[""count""]
"
16,"graph LR
    1[""scene""] --> 8[""filter_size_large""]
    1 --> 3[""filter_color_cyan""]
    4[""unique""] --> 5[""relate_behind""]
    12[""filter_color_green""] --> 11[""filter_material_rubber""]
    13[""Or""] --> 14[""count""]
"
17,"graph LR
    7[""unique""] --> 8[""relate_in_front""]
    9[""relate_behind""] --> 10[""filter_size_large""]
"
18,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 7[""filter_shape_sphere""]
"
19,"graph LR
    1[""scene""] --> 3[""filter_size_small""]
    2[""filter_material_metal""] --> 4[""unique""]
    3 --> 2
    4 --> 5[""same_color""]
    5 --> 6[""filter_shape_cube""]
    6 --> 7[""count""]
"
20,"graph LR
    1[""scene""] --> 10[""filter_color_blue""]
    1 --> 4[""filter_size_small""]
    2[""filter_color_red""] --> 3[""filter_material_rubber""]
    3 --> 5[""unique""]
    5 --> 6[""relate_left""]
    9[""count""] --> 13[""less_than""]
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""count""]
    12 --> 13
"
21,"graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    1 --> 5[""filter_color_red""]
    4[""unique""] --> 11[""relate_right""]
    11 --> 13[""filter_size_small""]
    13 --> 12[""filter_material_metal""]
"
22,"graph LR
    2[""filter_color_green""] --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    9[""unique""] --> 10[""query_color""]
"
23,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""exist""]
"
24,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 13[""unique""]
    5[""filter_color_gray""] --> 6[""filter_material_rubber""]
"
25,"graph LR
    1[""scene""] --> 2[""filter_shape_cylinder""]
    1 --> 6[""filter_size_large""]
    3[""unique""] --> 4[""relate_in_front""]
"
26,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 6[""unique""]
    6 --> 5[""relate_right""]
"
27,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 6[""same_color""]
"
28,"graph LR
    1[""scene""] --> 2[""filter_shape_cube""]
"
29,"graph LR
    4[""unique""] --> 5[""relate_in_front""]
    12[""unique""] --> 13[""query_material""]
"
30,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 5[""unique""]
    5 --> 3[""same_size""]
"
31,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    1 --> 5[""filter_size_small""]
    2 --> 3[""unique""]
    3 --> 4[""relate_behind""]
    4 --> 8[""or""]
    5 --> 6[""filter_color_purple""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8
    8 --> 9[""count""]
"
32,"graph LR
    5[""filter_color_cyan""] --> 6[""filter_material_rubber""]
    7[""relate_left""] --> 8[""filter_size_small""]
    9[""relate_behind""] --> 10[""filter_shape_sphere""]
    10 --> 11[""count""]
"
33,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""count""]
"
34,"graph LR
    4[""unique""] --> 5[""same_material""]
    5 --> 6[""filter_size_small""]
    6 --> 7[""count""]
"
35,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    1 --> 6[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 9[""equal_shape""]
    5[""filter_color_yellow""] --> 7[""filter_material_metal""]
    6 --> 5
    7 --> 8[""unique""]
    8 --> 9
"
36,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    1 --> 6[""filter_size_large""]
    2 --> 4[""unique""]
    6 --> 9[""filter_color_brown""]
    9 --> 7[""filter_shape_cylinder""]
"
37,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
"
38,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    1 --> 5[""filter_color_green""]
    4[""unique""] --> 10[""relate_right""]
    5 --> 6[""unique""]
    6 --> 7[""relate_behind""]
    7 --> 8[""filter_shape_cylinder""]
    8 --> 9[""unique""]
    11[""filter_color_gray""] --> 12[""unique""]
"
39,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 7[""filter_color_red""]
    5[""filter_shape_cylinder""] --> 6[""count""]
    6 --> 9[""equal_integer""]
    8[""count""] --> 9
    13[""filter_shape_cube""] --> 8
"
40,"graph LR
    1[""scene""] --> 22[""filter_size_small""]
    4[""unique""] --> 5[""relate_left""]
    15[""relate_in_front""] --> 19[""filter_color_brown""]
    24[""unique""] --> 12[""relate_behind""]
    25[""unique""] --> 15
"
41,"graph LR
    4[""unique""] --> 5[""query_material""]
"
42,"graph LR
    1[""scene""] --> 3[""filter_color_yellow""]
    6[""unique""] --> 7[""relate_behind""]
    7 --> 19[""filter_material_metal""]
    11[""unique""] --> 12[""query_size""]
"
43,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 5[""same_size""]
    5 --> 6[""filter_shape_sphere""]
"
44,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 10[""filter_size_large""]
    10 --> 5[""unique""]
"
45,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 5[""filter_color_green""]
    3[""unique""] --> 4[""relate_right""]
    16[""OR""] --> 14[""count""]
"
46,"graph LR
    11[""filter_material_rubber""] --> 12[""count""]
"
47,"graph LR
    4[""unique""] --> 12[""relate_behind""]
    8[""OR""] --> 9[""count""]
    11[""filter_shape_cube""] --> 4
    12 --> 13[""filter_size_large""]
"
48,"graph LR
    4[""unique""] --> 5[""relate_behind""]
    5 --> 9[""filter_material_metal""]
    9 --> 10[""Or""]
    11[""filter_shape_sphere""] --> 10
"
