,0
0,"The description contains the following activities and decisions:
Activities:
0. Interview Patients
1. File results and expertise
2. Create report
3. Ask for external expertise
4. Check if expert responds in time
5. Forward to referee
6. Fill out check to pay for expenses
Decisions:
0. Answer to external expertise request
1. Expert responds in time

The process starts with activity 0 and 1 happening at the same time. Activity 1 requires accessing data objects ""Interview results"" and ""Expertise"". After that, activity 2 happens. If decision 0 is ""No"", then activity 3 happens. If decision 0 is ""Yes"", then decision 1 is made. If decision 1 is ""Yes"", then activity 5 happens. If decision 1 is ""No"", then activity 3 happens. After activity 3, decision 0 is made again. If decision 0 is ""Yes"", then activity 5 happens. If decision 0 is ""No"", then activity 6 happens. After activity 5, the process ends. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 2
2 --> 3[""Create report""]
3 --> 4{""Answer to external expertise request""}
4 --> |""Yes""|5[""Ask for external expertise""]
4 --> |""No""|5
5 --> 6{""Expert responds in time""}
6 --> |""Yes""|7[""Forward to referee""]
6 --> |""No""|7
7 --> 8[""Fill out check to pay for expenses""]
8 --> 9[""EndNode""]
```"
1,"The description contains the following activities and decisions:
Activities:
0. Register participation
1. Check if fees are required
2. Create purchase request
3. Register post-seminar results
4. Check if purchase has been approved
5. Notify rejection
6. Send approval notification
Decisions:
0. Fees required?

The process specifies that activity 0 happens first, followed by decision 0. If decision 0 is no, then activities 3 and 6 happen in sequence. If decision 0 is yes, then activity 2 happens. After that, activity 4 happens. If decision 4 is no, then activity 5 happens and the process ends. If decision 4 is yes, then activities 3 and 6 happen in sequence. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Fees required?""}
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
4 --> 5[""Check if purchase has been approved""]
5 --> |""Denied""|6[""Notify rejection""]
5 --> |""Approved""|7[""Send approval notification""]
7 --> 3
3 --> 8[""EndNode""]
6 --> 8
```"
2,"The description contains the following activities:
0. Accept item
1. Dairy
2. Other
3. Vegetable
4. Fruits
5. Fruit Categorization
6. Vegetable Categorization
7. Milk
8. Cheese
9. Non-perishable
10. Perishable
11. Temperature Weight and Date Center
12. Store items

The process specifies that activity 0 happens first, followed by activities 1, 2, 3 happen at the same time. Then activities 4, 5, 6 happen at the same time. Then activities 7, 8, 9, 10 happen at the same time. Then activities 11 happens four times. Finally, activity 12 happens. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
2 --> 6[""Fruit Categorization""]
2 --> 7[""Vegetable Categorization""]
3 --> 8[""Milk""]
3 --> 9[""Cheese""]
3 --> 10[""Non-perishable""]
3 --> 11[""Perishable""]
4 --> 12[""Temperature Weight and Date Center""]
5 --> 12
6 --> 12
7 --> 12
8 --> 12
9 --> 12
10 --> 12
12 --> 13[""Store items""]
13 --> 14[""EndNode""]
```"
3,"The description contains the following activities and decisions:
Activities:
0. Detect incident
1. Check financial impact
2. Open EMS
3. Contact Application Team
4. Contact SA Team
5. Contact DBA Team
6. Open conference line
7. Troubleshoot issue
8. Contact DBA Team
9. Check if resolution is known
10. Fix issue
11. Check with vendor
12. Resolve and close EMS
13. Failover to COB
14. Fix issue
Decisions:
0. Financial impact?

The process specifies that activity 0 happens first, followed by decision 0. If decision 0 is yes, then activity 2 happens, followed by activities 3, 4, 5, 6, and 7. Then, activities 8, 9, 10, 11, and 12 happen in sequence. If decision 9 is no, then activities 11, 12, 13, 14, and 15 happen in sequence. If decision 9 is yes, then activity 10 happens directly. If decision 11 is no, then activities 12, 13, 14, and 15 happen in sequence. If decision 11 is yes, then activity 10 happens directly. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2{""Financial impact?""}
2 --> |""YES""|3[""Open EMS""]
2 --> |""NO""|4[""EndNode""]
3 --> 5[""Contact Application Team""]
3 --> 6[""Contact SA Team""]
3 --> 7[""Contact DBA Team""]
3 --> 8[""Open conference line""]
5 --> 8
6 --> 8
7 --> 8
8 --> 9[""Troubleshoot issue""]
9 --> 10[""Contact DBA Team""]
10 --> 11{""Resolution known?""}
11 --> |""YES""|12[""Fix issue""]
11 --> |""NO""|13[""Check with vendor""]
12 --> 14[""Resolve and close EMS""]
13 --> 14
14 --> 15[""Failover to COB""]
15 --> 16[""Fix issue""]
16 --> 17[""EndNode""]
```"
4,"The description contains the following activities and decisions:
Activities:
0. Open event creation page
1. Populate name form
2. Populate time forms
3. Populate location forms
4. Populate additional information
5. Configure privacy settings
6. Confirm event creation
7. Save event information
8. Display incorrect time notification
9. Go back and populate time forms
Decisions:
0. Name form populated?
1. End time occurs after start time?

The process specifies that activities 0 and 1 happen in sequence. Then activity 2 happens. After that, activity 3 happens. Then activity 4 happens. After that, activity 5 happens. Then activity 6 happens. If decision 0 is no, then activity 1 happens. If decision 1 is no, then activity 7 happens. If decision 1 is yes, then activity 8 happens. If decision 0 is yes, then decision 1 is made. If decision 1 is no, then activity 7 happens. If decision 1 is yes, then activity 8 happens. If activity 8 happens, then activity 9 happens. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8{""Name form populated?""}
8 --> |""Yes""|9{""End time occurs after start time?""}
9 --> |""Yes""|10[""Save event information""]
9 --> |""No""|11[""Display incorrect time notification""]
8 --> |""No""|12[""Populate name form""]
11 --> 13[""Go back and populate time forms""]
10 --> 14[""EndNode""]
13 --> 14
```"
5,"The description contains the following activities and decisions:
Activities:
0. Weekly
1. Pay Invoices
2. Generate Payment Report
3. Send Payment Report to Accounts Receivable Department
4. Send Payment Report to Registry
5. Generate Monthly Invoices
6. Send Out Invoices
Decisions:
0. None

The process specifies that activity 0 happens first, followed by activity 1. Activity 1 happens in a fully automated process. After activity 1, activity 2 happens. Then activity 3 and 4 happen at the same time. After that, activity 5 happens. Activity 5 happens with a side effect of charging the client $35 per paid invoice. Finally, activity 6 happens and the process ends. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""Weekly""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable Department""]
2 --> 4[""Send Payment Report to Registry""]
4 --> 5[""Generate Monthly Invoices""]
5 --> 6[""Send Out Invoices""]
5 --> 7[""Charge client $35 per paid invoice""]
6 --> 7
7 --> 8[""EndNode""]
```"
6,"The description contains the following activities and decisions:
Activities:
0. Submit Purchase Order
1. Select Warehouse
2. Reserve Inventory
3. Confirm Order for Delivery
Decisions:
0. Purpose of Order (replenish or confirm for delivery)

The process specifies that activities 0 and 1 happen in sequence. Then decision 0 is made. If decision 0 is replenish, then activity 2 happens. If decision 0 is confirm for delivery, then the process ends. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3{""Purpose of Order""}
3 --> |""Replenish""|4[""Reserve Inventory""]
3 --> |""Confirm for delivery""|5[""EndNode""]
4 --> 6[""EndNode""]
```"
7,"The description contains the following activities and decisions:
Activities:
0. Verify RFQ
1. Ask for more information
2. Analyze RFQ
3. Provide L&M cost estimates
4. Check if RFQ is verified
5. Provide clarification
6. Add overhead costs
7. Generate pricing options
8. Generate sales quote
Decisions:
0. Is RFQ verified?

The process specifies that activity 0 happens first, followed by decision 0. If decision 0 is no, then activity 1 happens. If decision 0 is yes, then activities 2, 3 happens. After that, decision 0 is made again. If decision 0 is no, then activity 1 happens. If decision 0 is yes, then activities 5, 6, 7 happens. After that, decision 0 is made again. If decision 0 is yes, then activities 6, 7 happens. Then, activity 8 happens and the process ends. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Is RFQ verified?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5{""Is RFQ verified?""}
5 --> |""No""|3
5 --> |""Yes""|6[""Provide clarification""]
6 --> 7{""Is RFQ verified?""}
7 --> |""No""|3
7 --> |""Yes""|8[""Add overhead costs""]
8 --> 9{""Is RFQ verified?""}
9 --> |""No""|3
9 --> |""Yes""|10[""Generate pricing options""]
10 --> 11[""Generate sales quote""]
11 --> 12[""EndNode""]
```"
8,"The description contains the following activities and decisions:
Activities:
0. Receive negotiated conditions
1. Check for completeness
2. Perform risk assessment
3. Send failure notice
4. Finish contract
5. Check reinsurance option
Decisions:
0. Data complete?

The process specifies that activity 0 happens first, followed by decision 0. If decision 0 is yes, then activities 2 and 5 happen in sequence. If decision 0 is no, then activity 3 happens and the process ends. If decision 0 is yes, then activities 1, 2, 5 happens in sequence. If decision 0 is no, then activities 1, 2, 5 happens in sequence. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2{""Data complete?""}
2 --> |""Yes""|3[""Perform risk assessment""]
2 --> |""No""|4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
6 --> 7[""EndNode""]
```"
9,"The description contains the following activities and decisions:
Activities:
0. Hungry feeling
1. Decide to cook
2. Choose recipes
3. Prepare ingredients
4. Prepare water for pasta
5. Put pasta into water
6. Prepare salad for washing
7. Wash salad
8. Prepare ingredients to make sauce
9. Make sauce
10. Prepare ingredients to make dressing
11. Make dressing
12. Bring dishes to table
13. Prepare dishes
14. Bring meal to table
15. Finish lunch
Decisions:
0. Decide to cook

The process starts with activity 0, followed by decision 0. If decision 0 is yes, then activities 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15 happens in sequence. Thus, the final activity diagram should look like the following:
```mermaid
graph LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2{""Decide to cook""}
2 --> |""Yes""|3[""Choose recipes""]
2 --> |""No""|4[""EndNode""]
3 --> 5[""Prepare ingredients""]
5 --> 6[""Prepare water for pasta""]
6 --> 7[""Put pasta into water""]
5 --> 8[""Prepare salad for washing""]
8 --> 9[""Wash salad""]
7 --> 10[""Prepare ingredients to make sauce""]
9 --> 11[""Prepare ingredients to make dressing""]
10 --> 12[""Make sauce""]
11 --> 12
12 --> 13[""Bring dishes to table""]
13 --> 14[""Prepare dishes""]
14 --> 15[""Bring meal to table""]
15 --> 16[""Finish lunch""]
16 --> 17[""EndNode""]
```"
