,0
0,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""same_shape""]
    4 --> 5[""filter_material_metal""]
    5 --> 6[""count""]
"
1,"
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    1 --> 6[""filter_color_gray""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    5 --> 9[""And""]
    8 --> 9
    9 --> 10[""filter_material""]
    10 --> 11[""count""]
"
2,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_matte""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    1 --> 6[""filter_shape_sphere""]
    6 --> 7[""filter_size_small""]
    5 --> 7
    7 --> 8[""count""]
"
3,"
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    1 --> 6[""filter_color_red""]
    5 --> 7[""filter_color_red""]
    7 --> 8[""filter_material_rubber""]
    1 --> 9[""filter_material_metal""]
    5 --> 10[""filter_material_metal""]
    10 --> 11[""filter_shape_cylinder""]
    8 --> 12[""OR""]
    11 --> 12
    12 --> 13[""count""]
"
4,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    3 --> 4[""relate_left""]
    1 --> 5[""filter_color_brown""]
    5 --> 6[""relate_left""]
    6 --> 7[""same_material""]
    6 --> 8[""same_shape""]
    6 --> 9[""same_size""]
    7 --> 10[""unique""]
    8 --> 11[""unique""]
    9 --> 12[""unique""]
    7 --> 13[""relate_in_front""]
    10 --> 14[""relate_in_front""]
    11 --> 15[""relate_in_front""]
    12 --> 16[""relate_in_front""]
    13 --> 17[""filter_shape_cylinder""]
    13 --> 18[""filter_size_large""]
    14 --> 19[""filter_shape_cylinder""]
    14 --> 20[""filter_size_large""]
    15 --> 21[""filter_shape_cylinder""]
    15 --> 22[""filter_size_large""]
    16 --> 23[""filter_shape_cylinder""]
    16 --> 24[""filter_size_large""]
    17 --> 25[""filter_size_large""]
    19 --> 26[""filter_size_large""]
    21 --> 27[""filter_size_large""]
    23 --> 28[""filter_size_large""]
    25 --> 29[""relate_right""]
    26 --> 30[""relate_right""]
    27 --> 31[""relate_right""]
    28 --> 32[""relate_right""]
    29 --> 33[""filter_size_large""]
    30 --> 34[""filter_size_large""]
    31 --> 35[""filter_size_large""]
    32 --> 36[""filter_size_large""]
    33 --> 37[""count""]
    34 --> 38[""count""]
    35 --> 39[""count""]
    36 --> 40[""count""]
"
5,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""unique""]
    1 --> 6[""filter_shape_cube""]
    6 --> 7[""unique""]
    7 --> 8[""relate_behind""]
    8 --> 9[""filter_material_rubber""]
    9 --> 10[""unique""]
    10 --> 11[""equal_size""]
    5 --> 11
"
6,"
graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 7[""unique""]
    7 --> 8[""same_material""]
    1 --> 9[""filter_size_small""]
    9 --> 10[""filter_shape_sphere""]
    10 --> 11[""same_color_blue""]
    11 --> 12[""unique""]
    12 --> 13[""query_color""]
    7 --> 14[""query_color""]
    13 --> 15[""equal_color""]
    14 --> 15
"
7,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""relate_right""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""filter_shape_cylinder""]
    5 --> 6[""unique""]
    1 --> 7[""filter_color_blue""]
    7 --> 8[""unique""]
    6 --> 9[""equal_shape""]
    8 --> 9
"
8,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""relate_right""]
    1 --> 5[""filter_color_gray""]
    5 --> 6[""unique""]
    4 --> 6
    1 --> 7[""filter_shape_cube""]
    7 --> 8[""filter_material_rubber""]
    8 --> 9[""unique""]
    6 --> 10[""equal_color""]
    9 --> 10
"
9,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""count""]
    1 --> 6[""filter_color_non_gray""]
    6 --> 7[""count""]
    5 --> 8[""less_than""]
    7 --> 8
"
10,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_color_gray""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    1 --> 7[""filter_shape_sphere""]
    7 --> 8[""query_shape""]
    8 --> 9[""equal_shape""]
    6 --> 9
    9 --> 10[""same_shape""]
    10 --> 11[""filter_shape_sphere""]
    11 --> 12[""filter_size_large""]
    12 --> 13[""query_color""]
"
11,"
graph LR
    1[""scene""] --> 2[""filter_shape_sphere""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    2 --> 5[""relate_behind""]
    1 --> 6[""filter_color_gray""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""filter_size_large""]
    8 --> 9[""unique""]
    9 --> 10[""relate_left""]
    5 --> 11[""And""]
    10 --> 11
    11 --> 12[""filter_shape""]
    12 --> 13[""query_size""]
"
12,"
graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 3[""filter_shape_sphere""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    1 --> 6[""filter_color_brown""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""unique""]
    8 --> 9[""relate_behind""]
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""unique""]
    5 --> 12[""equals""]
    11 --> 12
    12 --> 13[""query_shape""]
"
13,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_red""]
    3 --> 4[""unique""]
    4 --> 5[""same_material""]
    5 --> 6[""filter_color_yellow""]
    6 --> 7[""unique""]
    7 --> 8[""query_shape""]
"
