,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 2
2 --> 3[""Create report""]
5[""Check if expert responds in time""] --> |""Yes""|6[""Forward to referee""]
6 --> 8[""Fill out check to pay for expenses""]
7[""Ask for external expertise""] --> 5
8 --> 9[""EndNode""]"
1,"flowchart LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2[""Fees required?""]
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
4 --> 5[""Purchase approved?""]
5 --> |""No""|6[""Notify rejection""]
5 --> |""Yes""|7[""Send approval notification""]
6 --> 8[""EndNode""]
7 --> 9[""Register post-seminar results""]"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
6[""Fruit Categorization""] --> 8[""Temperature Weight and Date Center""]
10[""Cheese""] --> 8
13[""Store items""] --> 14[""EndNode""]"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 3[""Financial impact""]
3 --> |""YES""|4[""Open EMS""]
3 --> |""NO""|5[""End process""]
4 --> 6[""Contact Application Team""]
9[""Open conference line""] --> 10[""Troubleshoot issue""]"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
3[""Populate time forms""] --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 8[""Name form populated?""]
8 --> |""No""|10[""Populate name form""]
8 --> |""Yes""|11[""End time occurs after start time?""]
11 --> |""Yes""|12[""Save event information""]
11 --> |""No""|13[""Display incorrect time notification""]
13 --> 15[""Populate time forms again""]"
5,"flowchart LR
0[""Weekly in time for discounts""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
4[""Send payment report to registry""] --> 5[""Generate monthly invoices""]
5 --> 6[""Send out invoices""]
6 --> 9[""EndNode""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""RFQ verified?""]
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""Check if RFQ is verified""]
8[""Add overhead costs""] --> 9[""Generate pricing options""]
9 --> 10[""Generate sales quote""]
10 --> 11[""EndNode""]"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Data complete?""]
2 --> |""Yes""|3[""Perform risk assessment""]
2 --> |""No""|4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
6 --> 7[""EndNode""]"
9,"flowchart LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> |""Yes""|3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 7[""Prepare salad for washing""]
5 --> 6[""Put pasta into water""]
6 --> 9[""Prepare ingredients to make sauce""]
7 --> 8[""Wash salad""]
8 --> 11[""Prepare ingredients to make dressing""]
9 --> 10[""Make sauce""]
10 --> 13[""Bring dishes to table""]
11 --> 12[""Make dressing""]
13 --> 14[""Prepare dishes""]
14 --> 15[""Bring meal to table""]
15 --> 16[""Finish lunch""]
16 --> 18[""EndNode""]"
10,"flowchart LR
0[""StartNode""] --> 1[""Obtain problem description""]
1 --> 2[""Can handle problem myself?""]
2 --> |""No""|4[""Send email to support system""]
3[""Explain solution""] --> 5[""EndNode""]"
11,"flowchart LR
0[""StartNode""] --> 1[""Complete purchase order""]
1 --> 2[""Send Invoice""]
1 --> 3[""Send Goods""]
2 --> 4[""EndNode""]
3 --> 4"
12,"flowchart LR
0[""StartNode""] --> 1[""Prepare shipment order""]
1 --> 2[""Send shipment order""]
2 --> 3[""Carrier response?""]
7[""Realize shipment""] --> 8[""EndNode""]"
13,"flowchart LR
0[""StartNode""] --> 1[""Order received""]
1 --> 2[""Create invoice""]
1 --> 3[""Prepare shipping""]
2 --> 5[""Send invoice""]
3 --> 4[""Ship item""]
4 --> 6[""Payment confirmed""]
5 --> 6
6 --> 7[""EndNode""]"
14,"flowchart LR
0[""StartNode""] --> 1[""Can we fulfill the order?""]
1 --> |""No""|3[""Reject the order""]
6[""Confirm the order""] --> 8[""Deliver the order""]
7[""Reject the order""] --> 12[""Notify order rejected""]
8 --> 11[""Notify order successfully delivered""]"
15,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
2[""Verification successful?""] --> |""No""|3[""Ask for more information""]
7[""Add overhead cost""] --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]"
16,"flowchart LR
0[""StartNode""] --> 1[""Check the Customer's Credit History""]
0 --> 2[""Conduct a Property Survey""]
0 --> 3[""Search the Property Title""]
1 --> 4[""Credit History File""]
2 --> 5[""Survey Document""]"
17,"flowchart LR
0[""StartNode""] --> 1[""Change status""]
1 --> 2[""Is product on sale?""]
2 --> |""Yes""|9[""Mark product as on sale""]
2 --> |""No""|10[""Mark product as not on sale""]"
18,"flowchart LR
0[""StartNode""] --> 1[""Identify invoice errors""]
1 --> 3[""Update record of mistakes""]
1 --> 2[""Highlight errors on entry form""]
2 --> 4[""Send invoice back""]
3 --> 4
4 --> 6[""EndNode""]"
19,"flowchart LR
0[""StartNode""] --> 1[""Run invoice payment process for SSP""]
1 --> 3[""Send payment report to Accounts Receivable""]
3 --> 5[""Send payment report to Client""]
5 --> 8[""EndNode""]
6[""Send payment report to Registry""] --> 8"
20,"flowchart LR
0[""StartNode""] --> 1[""Check completeness""]
1 --> 2[""Verify credit history""]
2 --> 3[""Check Result?""]
3 --> |""Acceptance""|4[""Examine loan request""]
3 --> |""Rejection""|6[""Customer request is rejected""]
5[""Customer request is approved""] --> 7[""EndNode""]
6 --> 7"
21,"flowchart LR
0[""StartNode""] --> 1[""Extract work orders""]
0 --> 3[""Extract notifications""]
1 --> 4[""Load work orders""]
2[""Extract inspection orders""] --> 6[""Load inspection orders""]
3 --> 5[""Load notifications""]
4 --> 7[""Pull together work order report""]
6 --> 8[""Pull together inspection order report""]
9[""Pull together notification report""] --> 10[""Link reports from PPT""]
10 --> 11[""Create and send email""]
11 --> 12[""WHISKY""]"
22,"flowchart LR
0[""StartNode""] --> 1[""Plan the menu""]
1 --> 2[""Prepare the chicken""]
1 --> 3[""Make the salad""]
2 --> 4[""Refine the chicken""]
4 --> 5[""Serve the menu""]
5 --> 6[""EndNode""]"
23,"flowchart LR
0[""StartNode""] --> 1[""Write a letter""]
1 --> 2[""Obtain letter""]
2 --> 12[""Applicant is a member?""]
7[""Obtain second letter""] --> 8[""Pay the fee""]
8 --> 9[""Receive a card""]
9 --> 10[""EndNode""]"
24,"flowchart LR
0[""StartNode""] --> 1[""Feel hungry""]
1 --> 2[""Have dinner""]
2 --> 3[""Have a salad""]
2 --> 4[""Enjoy ice-cream""]
2 --> 5[""Savor a plate of pasta""]
5 --> 6[""Feel satisfied""]
6 --> 7[""EndNode""]"
25,"flowchart LR
0[""Start SSP process""] --> 1[""Empty SAP Master Record Outbox""]
0 --> 2[""Deliver requests to Master Data Entry Department""]
2 --> 4[""Receive Vendor Master Record Requests Form""]
3[""Empty Master Data Entry Outbox""] --> 4
4 --> 6[""Process Vendor Master Record Requests""]
6 --> 7[""Place completed requests in Data Entry Officer Inbox""]
7 --> 9[""EndNode""]"
26,"flowchart LR
0[""StartNode""] --> 1[""Register event participation""]
1 --> 3[""Create a purchase request""]
2[""Register process seminar results""] --> 4[""EndNode""]
9[""purchase request approve?""] --> |""Approved""|10[""Send approved notification""]
9 --> |""Rejected""|12[""Notify rejection""]
10 --> 2
12 --> 4"
27,"flowchart LR
0[""StartNode""] --> 1[""Place an order""]
1 --> 2[""Verify customer""]
2 --> 3[""Customer okay?""]
3 --> |""Yes""|4[""Check availability""]
3 --> |""No""|5[""Create new customer""]
5 --> 9[""EndNode""]
7[""Produce goods""] --> 9
8[""Ship goods""] --> 9"
28,"flowchart LR
0[""StartNode""] --> 1[""Move to square (2,5)""]
1 --> 2[""Wait for a message""]
2 --> 3[""Response from all players received?""]
3 --> |""No""|2"
29,"flowchart LR
0[""StartNode""] --> 1[""Obtain credit score""]
0 --> 2[""Get credit score""]
0 --> 3[""Check credit score""]
1 --> 4[""Check income to payment ratio""]
2 --> 4
3 --> 4
4 --> 5[""Assess credit risk""]
5 --> 6[""Process concludes""]"
30,"flowchart LR
0[""StartNode""] --> 1[""Receive payment from previous week""]
1 --> 5[""Payment received?""]
5 --> |""Yes""|7[""Update members and accounts receivable file""]
5 --> |""No""|15[""Document bad credit against accounts receivable and member's file""]
7 --> 8[""Process order""]
12[""Inform members about bad credit status""] --> 10[""Suspend future order processing""]"
31,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""RFQ verified?""]
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""RFQ verified?""]
6 --> |""Yes""|9[""Provide verification""]
6 --> |""No""|13[""Ask for more information""]
7[""Add overhead costs""] --> 8[""Generate pricing options""]
8 --> 11[""Generate sales quote""]
9 --> 7
10[""Verify RFQ""] --> 2
11 --> 12[""EndNode""]"
32,"flowchart LR
0[""StartNode""] --> 1[""Bring computer to ACM""]
1 --> 2[""Describe computer problem""]
2 --> 3[""Receive estimate""]
3 --> 12[""Evaluate estimate""]
5[""Authorize repair""] --> 13[""Receive repair notice""]
6[""Take computer back""] --> 11[""EndNode""]
8[""Receive invoice and P/S document""] --> 9[""Send payment""]
9 --> 11
12 --> |""Yes""|5
12 --> |""No""|6
13 --> 8"
33,"flowchart LR
0[""StartNode""] --> 1[""Analyze Goal Model""]
1 --> 2[""Analyze Business Process Models""]
6[""Goals satisfied?""] --> |""No""|4[""Update""]"
34,"flowchart LR
0[""StartNode""] --> 1[""Identify Vacancy""]
1 --> 2[""Manage Position Profile""]
1 --> 3[""Review Terms & Conditions""]
1 --> 4[""Assemble Selection Panel""]
2 --> 11[""Create Position Profile""]
2 --> 12[""Create Position Form""]
4 --> 10[""Confirmed Selection Panel List""]
10 --> 5[""EndNode""]"
35,"flowchart LR
0[""StartNode""] --> 1[""Verify form structure""]
1 --> 2[""Form is correct?""]
2 --> |""Yes""|3[""Verify proposal""]
2 --> |""No""|11[""Form error""]
3 --> 4[""Check everything is okay""]
4 --> |""No""|6[""Face failure""]
4 --> |""Yes""|9[""Process successful""]
9 --> 8[""EndNode""]"
36,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Data is complete?""]
2 --> |""No""|3[""Send failure notice""]
2 --> |""Yes""|5[""Categorize customer""]
5 --> 6[""Data is complete?""]
6 --> |""No""|3
6 --> |""Yes""|7[""Check insurance benefits""]
7 --> 8[""Finish contract""]
8 --> 9[""EndNode""]"
37,"flowchart LR
0[""StartNode""] --> 1[""Receive signed offer""]
1 --> 2[""Register acceptance of contract""]
1 --> 3[""Scan offer's billing information and pincode""]
1 --> 4[""Register competitor's information""]
2 --> 5[""Process offer""]
3 --> 5
4 --> 5
5 --> 6[""EndNode""]"
38,"flowchart LR
0[""StartNode""] --> 1[""Finish by the end of the week""]
1 --> 2[""Generate and send payment report""]
2 --> 3[""Handle Individual Client's payment report""]
2 --> 4[""Handle SSP's Accounts Receivable Department's payment report""]
2 --> 5[""Handle Registry's payment report""]
3 --> 7[""EndNode""]
4 --> 7
5 --> 7"
39,"flowchart LR
0[""StartNode""] --> 1[""Execution begins""]
1 --> 2[""First execution?""]
2 --> |""Yes""|3[""Allocate actors""]
6[""Application profiling""] --> 8[""Another placement with higher expected performance exists?""]
8 --> |""Yes""|9[""Deploy new placement""]
10[""Check if application is still executing""] --> |""Yes""|6"
40,"flowchart LR
0[""StartNode""] --> 1[""Check the number of panellists""]
1 --> 2[""Photocopy applications""]"
41,"flowchart LR
0[""StartNode""] --> 1[""Informational meeting""]
1 --> 2[""Meeting successful?""]
2 --> |""Yes""|3[""Storyboard meeting""]
2 --> |""No""|4[""EndNode""]
3 --> 5[""Prepare content""]
5 --> 6[""Develop site""]
6 --> 7[""Initial draft""]
7 --> 8[""Marketing view""]
8 --> |""Yes""|9[""Marketing review""]
8 --> |""No""|10[""Final version""]
9 --> 11[""Building and reviewing the activity""]
10 --> 11
11 --> 13[""EndNode""]"
42,"flowchart LR
0[""StartNode""] --> 1[""Receive RFQ""]
1 --> 2[""Verify RFQ""]
2 --> 3[""Produce Verify RFQ""]
5[""RFQ meets guidelines?""] --> |""Yes""|6[""Produce L&M Cost Estimates""]
5 --> |""No""|7[""Communicate with customer""]
6 --> 8[""EndNode""]"
43,"flowchart LR
0[""StartNode""] --> 1[""Plan and Manage Iteration""]
0 --> 2[""Initiate Project""]
1 --> 3[""Identify and Refine Requirements""]
2 --> 3
3 --> 4[""Agree on technical approach""]
4 --> 5[""EndNode""]"
44,"flowchart LR
0[""StartNode""] --> 1[""Prepare TS""]
1 --> 2[""Create development plan""]
2 --> 3[""Development and unit testing""]
3 --> 4[""Assembly""]
4 --> 5[""Assembly test""]
5 --> 9[""Solution accepted for testing?""]
8[""Development and unit testing""] --> 3
9 --> |""Yes""|7[""EndNode""]
9 --> |""No""|8"
45,"flowchart LR
0[""StartNode""] --> 1[""Customer has a problem""]
1 --> 2[""Provide problem description""]
2 --> 3[""Can handle problem themselves?""]
3 --> |""No""|5[""Ask for 1st level support""]
16[""Issue is resolved?""] --> |""Yes""|14[""Provide feedback for account manager""]
16 --> |""No""|7[""Ask developer""]"
46,"flowchart LR
1[""Deploy Web Tier""] --> 2[""Deploy VM (mySQL)""]
2 --> 3[""Deploy DB Tier""]
3 --> 4[""Deploy VM (Apache)""]
5[""Deploy VM (mySQL)""] --> 6[""Deploy OS (mySQL)""]
8[""Deploy VM (Apache)""] --> 9[""Deploy OS (Apache)""]
15[""Deploy mySQL""] --> 16[""Create SugarCRM Database""]
17[""Deploy Apache Web Server""] --> 18[""Deploy PHP Modules""]
18 --> 19[""Deploy PHP Modules""]
19 --> 20[""Deploy SugarCRM App""]
20 --> 21[""Connect App to DB""]
21 --> 22[""EndNode""]
23[""StartNode""] --> 0[""Deploy DB Tier""]"
47,"flowchart LR
0[""StartNode""] --> 27[""Create order and specify quantity""]
3[""Send to storage manager""] --> 4[""Product available?""]
5[""Check availability""] --> 7[""Prepare product for shipping""]
7 --> 8[""Add delivery confirmation""]
14[""Send invoice to accountant""] --> 15[""EndNode""]
27 --> 3"
48,"flowchart LR
0[""StartNode""] --> 1[""Is project economically beneficial?""]
1 --> |""Yes""|3[""Is there user acceptance?""]
1 --> |""No""|7[""Are there any additional goals given?""]
3 --> |""Yes""|5[""Implement project""]
3 --> |""No""|4[""Reject project""]
4 --> 6[""EndNode""]
5 --> 6
7 --> |""No""|4
7 --> |""Yes""|3"
49,"flowchart LR
0[""StartNode""] --> 4[""Notify the successful payment""]"
50,"flowchart LR
0[""StartNode""] --> 1[""Move cargo to the warehouse""]
1 --> 2[""Conduct a physical examination of the cargo""]
1 --> 3[""Check the documents""]
4[""Register the custom declaration""] --> 5[""Provide support documents""]
5 --> 6[""Release the goods""]
6 --> 7[""EndNode""]"
51,"flowchart LR
0[""StartNode""] --> 1[""Initiate project""]
1 --> 2[""Conduct information search""]
2 --> 3[""Iteratively develop annotated bibliography""]
3 --> 4[""Iteratively Develop Literature Review""]
6[""Iteratively develop project presentation""] --> 7[""Deliver Presentation""]
7 --> 8[""EndNode""]"
52,"flowchart LR
0[""StartNode""] --> 1[""Receive issue""]
1 --> 2[""Open ticket""]
2 --> 3[""Edit 1st level ticket""]
6[""Issue classified as 2nd level issue?""] --> |""Yes""|7[""Edit 2nd level ticket""]
8[""Fix scheduled for next release?""] --> |""Yes""|9[""Insert issue into product backlog""]
10[""Close ticket""] --> 11[""EndNode""]"
53,"flowchart LR
0[""StartNode""] --> 1[""Pay the Airline Company""]
0 --> 2[""Pay the HOTEL""]
0 --> 3[""Pay the Car Rental""]
1 --> 4[""EndNode""]
2 --> 4
3 --> 4"
54,"flowchart LR
0[""StartNode""] --> 2[""Continue the process""]
2 --> 3[""Bring it to an end""]"
55,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""RFQ verified?""]
2 --> |""Yes""|3[""Provide LandM cost estimates""]
2 --> |""No""|4[""Ask for more information""]
5[""Add overhead cost""] --> 6[""Generate pricing options""]
7[""Generate sales quote""] --> 8[""EndNode""]"
56,"flowchart LR
0[""StartNode""] --> 1[""Send XYZ Message""]
1 --> 2[""Ensure integrity of message data""]
2 --> 3[""Check for changes since signed""]
3 --> 4[""Verify acceptability of lodgment""]
4 --> 5[""Establish manual examination requirement""]
5 --> 6[""Generate Error report""]
6 --> 7[""Produce Lodgment Verification Report""]
7 --> 8[""EndNode""]"
57,"flowchart LR
0[""StartNode""] --> 1[""Check customers' credit history""]
0 --> 4[""Conduct a property title search""]"
58,"flowchart LR
0[""StartNode""] --> 1[""Send a letter""]
4[""Add mail number and date""] --> 5[""Record and archive the letter""]
5 --> 6[""Transmit the letter and register it with Miranda""]
6 --> 7[""Make membership decision""]
21[""Add the new member""] --> 22[""Calculate the membership fee""]
22 --> 23[""Write down the amount""]
28[""Correctness of letter?""] --> |""Yes""|4"
59,"flowchart LR
0[""StartNode""] --> 1[""Incoming Frozen Item""]
1 --> 2[""Poultry""]
1 --> 3[""Fish""]
1 --> 4[""Beef""]
2 --> 5[""Pork""]
4 --> 5
5 --> 6[""Type Categorization""]
6 --> 7[""White Meat""]
6 --> 8[""Dark Meat""]
7 --> 11[""Temperature Weight and Date Center""]
8 --> 11
9[""Deboned""] --> 11
10[""Bone-In""] --> 11
11 --> 12[""Store items based on item policy""]
12 --> 13[""EndNode""]"
60,"flowchart LR
0[""Guest is hungry""] --> 1[""Fill a pot with water""]
0 --> 2[""Buy sauce ingredients""]
1 --> 3[""Boil water""]
2 --> 4[""Prepare tomato sauce""]
3 --> 5[""Put in some noodles""]
4 --> 6[""Add seasoning""]
5 --> 8[""Mix noodles with tomato sauce""]
6 --> 8
8 --> 9[""Meal is prepared""]
9 --> 12[""EndNode""]
10[""StartNode""] --> 0"
61,"flowchart LR
0[""StartNode""] --> 1[""Receive order""]
1 --> 2[""Article available?""]
2 --> |""Yes""|3[""Ship article""]
2 --> |""No""|4[""Engage in procurement activities""]
3 --> 7[""Financial settlement""]
4 --> 2
7 --> 8[""Receive payment""]
8 --> 9[""EndNode""]"
62,"flowchart LR
0[""StartNode""] --> 1[""Generate payment report""]
1 --> 2[""Pay vendor""]
1 --> 3[""Send payment report to Accounts Receivable Department""]
1 --> 4[""Send payment report to Registry""]
3 --> 5[""Generate monthly invoices for clients""]
4 --> 7[""Archive invoices per vendor""]
5 --> 11[""Charge client $35 per invoice""]"
63,"flowchart LR
0[""Receive order""] --> 1[""Send invoice""]
0 --> 2[""Ship products""]
1 --> 3[""Receive payment""]
2 --> 3
3 --> 4[""EndNode""]
5[""StartNode""] --> 0"
64,"flowchart LR
0[""StartNode""] --> 1[""Enter requested information""]
1 --> 2[""Type in date of arrival at SSP""]
1 --> 3[""Type in client name""]
1 --> 4[""Type in vendor name""]
4 --> 5[""EndNode""]"
65,"flowchart LR
0[""StartNode""] --> 1[""Visit www.katyd.cz""]
1 --> 2[""Fill out the form""]
2 --> 3[""Method of payment?""]
3 --> |""offline""|4[""Show payment information""]
3 --> |""online""|11[""Initiate payment process""]
5[""Variant of subscription?""] --> |""online or online&print""|7[""Generate code""]
5 --> |""only print""|10[""Register payment information for accounting purposes""]
7 --> 8[""Enter code on www.katyd.cz""]
10 --> 12[""Renew subscription""]
11 --> 5"
66,"flowchart LR
0[""StartNode""] --> 1[""Draft Contract""]
1 --> 2[""Legal Review""]
2 --> 3[""Financial Review""]
3 --> 4[""Finalize Contract""]"
67,"flowchart LR
0[""StartNode""] --> 1[""Can fulfill order?""]
1 --> |""No""|5[""Reject order""]
3[""Confirm order""] --> 4[""Deliver order""]
11[""Can we fulfill the order?""] --> |""Yes""|3"
68,"flowchart LR
0[""StartNode""] --> 1[""Can we fulfill the order?""]
1 --> |""Yes""|2[""Confirm the order""]
1 --> |""No""|13[""Reject the order""]
2 --> 6[""Deliver the order""]"
69,"flowchart LR
0[""Generate payment report""] --> 1[""Pay vendor""]
0 --> 2[""Send payment report to Accounts Receivable Department""]
0 --> 3[""Send payment report to registry""]
4[""Generate monthly invoices for clients""] --> 5[""Select paper-based invoices that have been paid""]
4 --> 6[""Charge client""]
5 --> 6
6 --> 7[""Archive invoices per vendor""]
7 --> 8[""Track down payment""]
10[""StartNode""] --> 0"
70,"flowchart LR
0[""StartNode""] --> 1[""Contact customer regarding backorder""]
1 --> 2[""Customer still wants order?""]
2 --> |""Yes""|3[""Postpone shipment""]
2 --> |""No""|4[""Terminate order""]
3 --> 5[""Order out-of-stock merchandise""]
5 --> 6[""Notify customer of expected shipping date""]
6 --> 7[""Goods arrived""]
7 --> 8[""Contact customer""]
8 --> 9[""EndNode""]"
71,"flowchart LR
0[""StartNode""] --> 1[""Receive attendance request""]
1 --> 2[""Send email to advisor1""]
1 --> 3[""Send email to advisor2""]
1 --> 4[""Send email to advisor3""]
2 --> 5[""Respond to central office""]
3 --> 5
4 --> 5
5 --> 6[""EndNode""]"
72,"flowchart LR
0[""StartNode""] --> 1[""Prepare shipment""]
0 --> 2[""Bill the customer""]
1 --> 3[""EndNode""]
2 --> 3"
73,"flowchart LR
0[""StartNode""] --> 9[""Verify RFQ""]
1[""Is RFQ verified?""] --> |""Yes""|2[""Analyze RFQ""]
1 --> |""No""|3[""Ask for more information""]
2 --> 4[""Provide L&M Cost Estimates""]
4 --> 5[""Ask for clarification""]
6[""Add overhead costs""] --> 7[""Generate pricing options""]
7 --> 8[""Provide clarification""]
9 --> 1
10[""Generate sales quote""] --> 11[""EndNode""]"
74,"flowchart LR
0[""StartNode""] --> 1[""Payment reports to Registry""]
1 --> 2[""Validated invoices to Registry""]
2 --> 3[""Receive payment reports""]
3 --> 4[""Receive validated invoices""]
4 --> 5[""Select paid invoices""]
5 --> 6[""Sort invoices by vendor""]
6 --> 7[""Sort invoices by payment date""]
7 --> 8[""Archive invoices""]
8 --> 9[""Invoices location""]"
