,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 2
2 --> 3[""Create report""]
3 --> 4{""Answer""}
4 --> |""Yes""|5[""Forward to referee""]
4 --> |""No""|6[""Check if expert responds in time""]
6 --> |""Yes""|5
6 --> |""No""|7[""Ask for external expertise""]
5 --> 8[""Fill out check to pay expenses""]
8 --> 9[""EndNode""]
7 --> 6
"
1,"
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Fees required?""}
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
4 --> 5{""Purchase approved?""}
5 --> |""Yes""|6[""Send approval notification""]
5 --> |""No""|7[""Notify rejection""]
6 --> 3
7 --> 8[""EndNode""]
3 --> 8
"
2,"
graph LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
3 --> 5
4 --> 5
5 --> 6[""Fruit Categorization""]
5 --> 7[""Vegetable Categorization""]
6 --> 8[""Temperature Weight and Date Center""]
7 --> 8
8 --> 9[""Milk""]
8 --> 10[""Cheese""]
10 --> 11[""Temperature Weight and Date Center""]
9 --> 11
11 --> 12[""Store items""]
12 --> 13[""EndNode""]
"
3,"
graph LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2{""Is there a financial impact?""}
2 --> |""YES""|3[""Open EMS""]
2 --> |""NO""|4[""End process""]
3 --> 5[""Contact Application Team and open conference line""]
3 --> 6[""Contact SA Team and open conference line""]
3 --> 7[""Contact DBA Team and open conference line""]
5 --> 8[""Troubleshoot issue""]
6 --> 8
7 --> 8
8 --> 9[""Contact DBA Team""]
9 --> 10[""Check resolution with vendor""]
10 --> |""YES""|11[""Resolve and close EMS""]
10 --> |""NO""|12[""Failover to COB""]
11 --> 13[""Check vendor's fix""]
12 --> 13
13 --> |""YES""|14[""Fix issue""]
13 --> |""NO""|14
14 --> 15[""EndNode""]
"
4,"
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
1 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7{""Name form populated?""}
7 --> |""Yes""|8{""End time occurs after start time?""}
8 --> |""Yes""|9[""Save event information""]
8 --> |""No""|10[""Display incorrect time notification""]
7 --> |""No""|2
9 --> 11[""Pay attention to the fact that it is saved on Facebook""]
11 --> 12[""EndNode""]
10 --> 13[""Go back and populate time forms""]
13 --> 1
"
5,"
graph LR
0[""Weekly""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable Department""]
2 --> 4[""Send Payment Report to Registry""]
2 --> 5[""Generate Monthly Invoices""]
5 --> 6[""Send out Invoices""]
6 --> 7[""EndNode""]
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select warehouse""]
2 --> 3{""Purpose of order""}
3 --> |""Replenish inventory""|4[""Reserve inventory""]
3 --> |""Confirm order for delivery""|5[""EndNode""]
4 --> 5
"
7,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""RFQ verified?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""Check if RFQ is verified""]
6 --> |""No""|7[""Ask for more information""]
7 --> 4
6 --> |""Yes""|8[""Provide clarification""]
8 --> 9[""Add overhead costs""]
9 --> 10[""Generate pricing options""]
10 --> 11[""Generate sales quote""]
11 --> 12[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Check for completeness""]
2 --> 3{""Data complete?""}
3 --> |""Yes""|4[""Perform risk assessment""]
3 --> |""No""|5[""Send failure notice""]
4 --> 6[""Check for completeness""]
6 --> 7{""Data complete?""}
7 --> |""Yes""|8[""Perform risk assessment""]
7 --> |""No""|5
8 --> 9[""Check reinsurance option""]
9 --> 10[""Finish contract""]
10 --> 11[""EndNode""]
"
9,"
graph LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2{""Decide to cook""}
2 --> |""Yes""|3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
5 --> 6[""Put pasta into water""]
4 --> 7[""Prepare ingredients to make a sauce""]
7 --> 8[""Make sauce""]
4 --> 9[""Prepare salad for washing""]
9 --> 10[""Wash salad""]
9 --> 11[""Prepare ingredients to make a dressing""]
11 --> 12[""Make dressing""]
5 --> 8
10 --> 12
12 --> 13[""Bring dishes to table""]
13 --> 14[""Prepare dishes""]
14 --> 15[""Bring meal to table""]
15 --> 16[""Finish lunch""]
16 --> 17[""EndNode""]
"
10,"
graph LR
0[""StartNode""] --> 1[""Obtain problem description""]
1 --> 2{""Can be handled by me?""}
2 --> |""Yes""|3[""Check if handled by me""]
3 --> 4[""Explain solution""]
4 --> 5[""EndNode""]
2 --> |""No""|6[""Send email to support system""]
6 --> 7{""Can be handled by me?""}
7 --> |""Yes""|3
7 --> |""No""|8[""Wait for answer""]
8 --> 9[""Explain solution""]
9 --> 5
"
11,"
graph LR
0[""StartNode""] --> 1[""Complete Purchase Order""]
1 --> 2[""Send Invoice""]
1 --> 3[""Send Goods""]
4[""EndNode""]
"
12,"
graph LR
0[""StartNode""] --> 1[""Prepare shipment order""]
1 --> 2[""Send shipment order""]
2 --> 3{""Response is 'The answer was positive'?""}
3 --> |""Yes""|4[""Accept shipment order""]
3 --> |""No""|5{""Response is 'no'?""}
5 --> |""Yes""|4
5 --> |""No""|6[""Acquisition of carriers""]
4 --> 7[""Realize shipment""]
7 --> 8[""EndNode""]
"
