,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
1 --> 2[""File results and expertise""]
2 --> 3[""Create report""]
3 --> 4{""Check expert responds in time?""}
4 --> |Yes| 5[""Forward report to referee""]
5 --> 6[""Fill out check to pay for expenses""]
6 --> 7[""EndNode""]
4 --> |No| 8[""Ask for external expertise""]
8 --> 4
"
1,"
graph LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2{""Are fees required?""}
2 -->|""No""| 5[""Register Post-Seminar Results""]
5 --> 6[""End""]
2 -->|""Yes""| 3[""Create Purchase Request""]
3 --> 4{""Purchase Approved?""}
4 -->|""No""| 7[""Notify Rejection""]
7 --> 6
4 -->|""Yes""| 8[""Send Approval Notification""]
8 --> 5
"
2,"
graph LR
0[""StartNode""] --> 18[""Accept Item""]
18 --> 19[ForkNode1]
19 --> 1[""Dairy""]
19 --> 2[""Other""]
19 --> 3[""Vegetable""]
1[""Dairy""] --> 20[JoinNode1]
2[""Other""] --> 20
3[""Vegetable""] --> 20
20 --> 4[""Fruits""]
4 --> 5[""Fruit Categorization""]
5 --> 6[""Vegetable""]
6 --> 7[""Vegetable Categorization""]
7 --> 21[ForkNode2]
21 --> 8[""Milk""]
21 --> 9[""Cheese""]
8 --> 22[JoinNode2]
9 --> 22
22 --> 10[""Non-perishable""]
10 --> 11[""Perishable""]
11 --> 23[ForkNode3]
23 --> 12[""TWD Center (Fruits)""]
23 --> 13[""TWD Center (Vegetable Categorization)""]
23 --> 14[""TWD Center (Milk)""]
23 --> 15[""TWD Center (Cheese)""]
23 --> 16[""TWD Center (Non-perishable)""]
23 --> 17[""TWD Center (Perishable)""]
12 --> 24[JoinNode4]
13 --> 24
14 --> 24
15 --> 24
16 --> 24
17 --> 24
24 --> 25[""Store items based on policy""]
25 --> 26[""EndNode""]
"
3,"
graph LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2{""Check financial impact""}
2 -->|YES| 3[""Open EMS""]
2 -->|NO| 4[""EndNode""]
3 --> 5[""Fork (contact teams & open line)""]
5 --> 6[""Contact Application Team""]
5 --> 7[""Contact SA Team""]
5 --> 8[""Contact DBA Team""]
5 --> 9[""Open conference line""]
6 --> 10[""Join1""]
7 --> 10
8 --> 10
9 --> 10
10 --> 11[""Fork (troubleshoot & check resolution)""]
11 --> 12[""Troubleshoot issue""]
11 --> 13[""Check resolution known""]
12 --> 14[""Join2""]
13 --> 14
14 --> 15{""Resolution known?""}
15 -->|YES| 16[""Fix issue""]
15 -->|NO| 17{""Check with vendor?""}
17 -->|YES| 16
17 -->|NO| 18[""Failover to COB""]
18 --> 16
16 --> 19[""Resolve and close EMS""]
19 --> 20[""EndNode""]
"
4,"
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7{""Check name form populated?""}
7 --> |""Yes""| 8{""Check end time after start time?""}
7 --> |""No""| 2
8 --> |""Yes""| 9[""Save event information""]
8 --> |""No""| 10[""Display incorrect time notification""]
10 --> 3
9 --> 11[""EndNode""]
"
5,"
graph LR
0[""StartNode""] --> 1[""Weekly, in time for discounts""]
1 --> 2[""Pay invoices""]
2 --> 3[""Generate payment report""]
3 --> 4[""ForkNode""]
4 --> 5[""Send payment report to Accounts Receivable""]
4 --> 6[""Send payment report to registry""]
4 --> 7[""Generate monthly invoices""]
5 --> 8[""JoinNode""]
6 --> 8
7 --> 8
8 --> 9[""Send out invoices""]
9 --> 10[""EndNode""]
"
6,"  
graph LR  
0[""StartNode""] --> 1[""Submit Purchase Order""]  
1 --> 2{""Purpose is replenish?""}  
2 --> |Yes| 3[""Select Warehouse and Reserve Inventory""]  
2 --> |No| 4[""EndNode""]  
3 --> 4  
"
7,"
graph LR
0[StartNode] --> 1[""Verify RFQ""]
1 --> |Yes| 2[""Analyze RFQ and provide L&M cost estimates""]
1 --> |No| 3[""Ask for more information""]
3 --> 4[""Provide Clarification""]
4 --> 1
2 --> 5[""Add overhead costs""]
5 --> 6[""Generate pricing options""]
6 --> 7[""Generate sales quote""]
7 --> 8[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2{""Check Completeness""}
2 --> |""No""| 3[""Send Failure Notice""]
3 --> 4[""EndNode""]
2 --> |""Yes""| 5[""Perform Risk Assessment""]
5 --> 6{""Check Completeness again""}
6 --> |""No""| 3
6 --> |""Yes""| 7[""Perform Risk Assessment again""]
7 --> 8[""Check Reinsurance Option""]
8 --> 9[""Finish Contract""]
9 --> 4
"
9,"
graph LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> 3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 6[""Prepare salad for washing""]
5 --> 7[""Put pasta into water""]
7 --> 8[""Prepare sauce ingredients""]
8 --> 9[""Make sauce""]
6 --> 10[""Wash salad""]
10 --> 11[""Prepare dressing ingredients""]
11 --> 12[""Make dressing""]
9 --> 13[""Lunch prepared""]
12 --> 13
13 --> 14[""Bring dishes to table""]
14 --> 15[""Prepare dishes""]
15 --> 16[""Bring meal to table""]
16 --> 17[""Finish lunch""]
"
