,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
1 --> 2[""File results and expertise""]
2 --> 3[""Create report""]
3 --> 9[""Check expert responds in time?""]
5[""Forward report to referee""] --> 7[""Fill out check to pay""]
6[""Ask for external expertise""] --> 9
9 --> |""Yes""|5
9 --> |""No""|6"
1,"flowchart LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2[""Fees Required?""]
2 --> |""Yes""|3[""Create Purchase Request""]
2 --> |""No""|8[""Register Post-Seminar Results""]
3 --> 5[""Purchase Approved?""]
5 --> |""Yes""|6[""Send Approval Notification""]
5 --> |""No""|7[""Notify Rejection""]
6 --> 8
7 --> 9[""EndNode""]
8 --> 9"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept Item""]
6[""Fruits""] --> 7[""Fruit Categorization""]
7 --> 8[""Vegetable""]
8 --> 9[""Vegetable Categorization""]
24[""Store items based on policy""] --> 25[""EndNode""]"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect Incident""]
1 --> 2[""Check Financial Impact?""]
2 --> |""YES""|3[""Open EMS""]
11[""Check Resolution Known?""] --> |""NO""|13[""Check with vendor""]
11 --> |""YES""|15[""Fix Issue""]
14[""Vendor has fix?""] --> |""NO""|16[""Failover to COB""]
15 --> 17[""Resolve and Close EMS""]"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form (requires Name information)""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms (requires Location information)""]
4 --> 5[""Populate additional information (requires Event information)""]
5 --> 6[""Configure privacy settings (requires Privacy information)""]
6 --> 7[""Confirm event creation""]
7 --> 8[""Check name form populated?""]
8 --> |""No""|2
8 --> |""Yes""|9[""Check end time after start?""]
9 --> |""No""|10[""Display incorrect time notification""]
9 --> |""Yes""|11[""Save event information""]
10 --> 3
11 --> 12[""Event saved on Facebook""]
12 --> 13[""EndNode""]"
5,"flowchart LR
0[""StartNode""] --> 1[""Weekly, in time for discounts""]
1 --> 2[""Pay invoices""]
2 --> 3[""Generate payment report""]
3 --> 4[""Send to Accounts Receivable""]
3 --> 5[""Send to Registry""]
3 --> 6[""Generate monthly invoices (charge $35 per paid invoice)""]
8[""Send out invoices""] --> 9[""EndNode""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
3[""Select warehouse and reserve inventory""] --> 7[""EndNode""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> |""No""|2[""Ask for more information""]
1 --> |""Yes""|3[""Analyze RFQ and provide L&M cost estimates""]
2 --> 6[""Provide clarification""]
4[""Verify RFQ again?""] --> |""No""|2
7[""Verify RFQ again?""] --> |""No""|2
7 --> |""Yes""|8[""Add overhead costs and generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Check completeness""]
2 --> |""No""|3[""Send failure notice""]
2 --> |""Yes""|5[""Perform risk assessment""]
3 --> 4[""EndNode""]
5 --> 6[""Check completeness again""]
6 --> |""No""|3
6 --> |""Yes""|9[""Perform risk assessment again""]
7[""Check reinsurance option""] --> 8[""Finish contract""]
8 --> 4
9 --> 7"
9,"flowchart LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> 3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 6[""Prepare salad for washing""]
5 --> 7[""Put pasta into water""]
6 --> 10[""Wash salad""]
7 --> 8[""Prepare sauce ingredients""]
8 --> 9[""Make sauce""]
9 --> 14[""Bring dishes to table""]
10 --> 11[""Prepare dressing ingredients""]
11 --> 12[""Make dressing""]
12 --> 14
14 --> 15[""Prepare dishes""]
15 --> 16[""Bring meal to table""]
16 --> 17[""Finish lunch""]
17 --> 18[""EndNode""]"
