,child,parent,group
0,milligram,gram,514
1,quintal,kilogram,514
2,myriameter,meter,514
3,liter,metric_capacity_unit,514
4,dekaliter,metric_capacity_unit,514
5,centiliter,metric_capacity_unit,514
6,kiloliter,metric_capacity_unit,514
7,hectoliter,metric_capacity_unit,514
8,milliliter,metric_capacity_unit,514
9,cubic_kilometer,metric_capacity_unit,514
10,deciliter,metric_capacity_unit,514
11,angstrom,metric_linear_unit,514
12,femtometer,metric_linear_unit,514
13,meter,metric_linear_unit,514
14,decimeter,metric_linear_unit,514
15,centimeter,metric_linear_unit,514
16,millimeter,metric_linear_unit,514
17,micron,metric_linear_unit,514
18,kilometer,metric_linear_unit,514
19,hectometer,metric_linear_unit,514
20,decameter,metric_linear_unit,514
21,nanometer,metric_linear_unit,514
22,picometer,metric_linear_unit,514
23,metric_linear_unit,metric_unit,514
24,metric_weight_unit,metric_unit,514
25,metric_capacity_unit,metric_unit,514
26,hundredweight,metric_weight_unit,514
27,centner,metric_weight_unit,514
28,metric_ton,metric_weight_unit,514
29,gram_molecule,metric_weight_unit,514
30,nanogram,metric_weight_unit,514
31,myriagram,metric_weight_unit,514
32,carat,metric_weight_unit,514
33,gram_atom,metric_weight_unit,514
34,gram,metric_weight_unit,514
35,hectogram,metric_weight_unit,514
36,decigram,metric_weight_unit,514
37,kilogram,metric_weight_unit,514
38,dekagram,metric_weight_unit,514
39,cubic_millimeter,milliliter,514
40,key,millimeter,514
0,bacchante,bacchant,515
1,dalai_lama,lama,515
2,panchen_lama,lama,515
3,hoodoo,magus,515
4,rhea_silvia,magus,515
5,lama,priest,515
6,vestal_virgin,priest,515
7,votary,priest,515
8,bacchant,priest,515
9,flamen,priest,515
10,shaman,priest,515
11,magus,priest,515
12,rainmaker,priest,515
13,ezra,priest,515
14,druid,priest,515
15,medicine_man,shaman,515
0,product-moment_correlation_coefficient,correlation_coefficient,5
1,biserial_correlation_coefficient,correlation_coefficient,5
2,phi_coefficient,correlation_coefficient,5
3,multiple_correlation_coefficient,correlation_coefficient,5
4,coefficient_of_concordance,correlation_coefficient,5
5,vital_statistics,demographic,5
6,age_norm,demographic,5
7,outlier,demographic,5
8,standard_deviation,deviation,5
9,mean_deviation,deviation,5
10,second_moment,deviation,5
11,average,mean,5
12,geometric_mean,mean,5
13,kendall_test,nonparametric_statistic,5
14,kendall_partial_rank_correlation,nonparametric_statistic,5
15,median,nonparametric_statistic,5
16,mode,nonparametric_statistic,5
17,rank-order_correlation_coefficient,nonparametric_statistic,5
18,moment,nonparametric_statistic,5
19,mean,parametric_statistic,5
20,variance,parametric_statistic,5
21,arithmetic_mean,parametric_statistic,5
22,harmonic_mean,parametric_statistic,5
23,tau_coefficient_of_correlation,rank-order_correlation_coefficient,5
24,tetrachoric_correlation_coefficient,rank-order_correlation_coefficient,5
25,deviation,statistic,5
26,correlation_coefficient,statistic,5
27,regression_coefficient,statistic,5
28,nonparametric_statistic,statistic,5
29,parametric_statistic,statistic,5
30,covariance,statistic,5
31,time_series,statistic,5
32,demographic,statistic,5
0,square_dance,country-dance,8
1,reel,country-dance,8
2,sashay,country-dance,8
3,longways,country-dance,8
4,eightsome,country-dance,8
5,landler,country-dance,8
6,quadrille,country-dance,8
7,lancers,country-dance,8
8,virginia_reel,reel,8
9,highland_fling,reel,8
10,do-si-do,square_dance,8
11,promenade,square_dance,8
12,swing,square_dance,8
0,drug_addict,addict,9
1,caffeine_addict,addict,9
2,opium_addict,addict,9
3,withdrawer,addict,9
4,head,addict,9
5,drug_user,addict,9
6,heroin_addict,drug_addict,9
7,crack_addict,drug_addict,9
8,cocaine_addict,drug_addict,9
9,tripper,drug_user,9
