,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 2
2 --> 3[""Create report""]
5[""Check if expert responds in time""] --> |""Yes""|7[""Forward to referee""]
5 --> |""No""|6[""Ask for external expertise""]
6 --> |""No""|9[""Ask for external expertise""]
7 --> 8[""Fill out check to pay for expenses""]
9 --> 5"
1,"flowchart LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2[""Fees required?""]
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create Purchase Request""]
3 --> 8[""EndNode""]
4 --> 5[""Purchase approved?""]
5 --> |""No""|6[""Notify rejection""]
5 --> |""Yes""|7[""Send approval notification""]
6 --> 8
7 --> 3"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
2 --> 6[""Fruit Categorization""]
4 --> 7[""Vegetable Categorization""]
5 --> 7
6 --> 8[""Milk""]
8 --> 10[""Non-perishable""]
9[""Cheese""] --> 10
10 --> 11[""Perishable""]
11 --> 15[""Temperature Weight and Date Center""]
12[""Store items based on item policy""] --> 13[""EndNode""]
15 --> 12"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2[""Financial Impact""]
2 --> |""YES""|4[""Open EMS""]
2 --> |""NO""|18[""End process""]
4 --> 5[""Contact Application Team""]
5 --> 9[""Troubleshoot issue""]
9 --> 11[""Check if resolution is known""]
11 --> |""YES""|12[""Fix issue""]
11 --> |""NO""|14[""Check with vendor""]
12 --> 16[""Resolve and close EMS""]
16 --> 17[""Check if vendor has a fix""]
17 --> |""YES""|20[""Fix issue""]
17 --> |""NO""|21[""Failover to COB""]"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
1 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8[""Name form populated?""]
8 --> |""No""|10[""Display incorrect time notification""]
8 --> |""Yes""|14[""End time occurs after the start time?""]
10 --> 12[""Populate time forms again""]
11[""Save event information""] --> 13[""EndNode""]
12 --> 2
14 --> |""No""|10
14 --> |""Yes""|11"
5,"flowchart LR
0[""StartNode""] --> 1[""Weekly (in time for discounts)""]
1 --> 2[""Pay invoices""]
2 --> 3[""Generate Payment Report""]
3 --> 4[""Send Payment Report to Accounts Receivable Department""]
3 --> 5[""Send Payment Report to Registry""]
6[""Generate Monthly Invoices""] --> 7[""Charge client $35 per paid invoice""]
7 --> 8[""Send out invoices""]
8 --> 9[""EndNode""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
7[""Confirm Order for Delivery""] --> 5[""EndNode""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 13[""Ask for more information""]
4[""Analyze RFQ""] --> 6[""Provide L&M cost estimates""]
5[""Is RFQ verified?""] --> |""No""|3[""Ask for more information""]
7[""Provide clarification""] --> 8[""Is RFQ verified?""]
8 --> |""Yes""|9[""Add overhead costs""]
9 --> 10[""Generate pricing options""]
10 --> 11[""Generate sales quote""]
11 --> 12[""EndNode""]"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Data completeness?""]
2 --> |""Yes""|3[""Perform risk assessment""]
2 --> |""No""|4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
6 --> 7[""EndNode""]"
9,"flowchart LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> 3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 7[""Prepare salad for washing""]
5 --> 6[""Put pasta into water""]
6 --> 9[""Prepare ingredients to make sauce""]
7 --> 8[""Wash salad""]
8 --> 12[""Make dressing""]
9 --> 10[""Make sauce""]
12 --> 14[""Prepare dishes""]
13[""Bring dishes to table""] --> 15[""Bring meal to table""]
14 --> 15
15 --> 16[""Finish lunch""]
16 --> 17[""EndNode""]"
10,"flowchart LR
0[""StartNode""] --> 7[""Customer encounters a problem""]
1[""Obtain detailed description of problem""] --> 2[""Can I handle problem myself?""]
2 --> |""Yes""|3[""Explain solution""]
2 --> |""No""|4[""Send email to support system""]
4 --> 6[""Can I handle problem myself?""]
6 --> |""Yes""|3
7 --> 1"
11,"flowchart LR
0[""StartNode""] --> 1[""Complete purchase order""]
1 --> 2[""Send goods""]
1 --> 3[""Send invoice""]
2 --> 5[""EndNode""]
3 --> 5"
12,"flowchart LR
0[""StartNode""] --> 1[""Preparing shipment order""]
1 --> 2[""Send shipment order""]
2 --> 3[""Carrier's response is positive?""]
3 --> |""The answer was positive""|4[""Accept shipment order""]
3 --> |""no""|5[""Acquisition of carriers""]
4 --> 6[""Get response from carrier""]
11[""Realize ordered shipment""] --> 12[""EndNode""]"
13,"flowchart LR
0[""StartNode""] --> 1[""Order received""]
1 --> 2[""Create invoice""]
1 --> 3[""Prepare shipping""]
2 --> 4[""Send invoice""]
3 --> 5[""Ship item""]
4 --> 6[""Confirm payment""]
5 --> 6
6 --> 7[""EndNode""]"
