,0
0,"This question asks the number of objects that are the same shape as the gray object and are matte but not the gray object itself. To answer this question, we need to:
1. Find the gray object. We expect it to be unique: scene --> filter_color_gray --> unique
2. Find all objects that are matte and the same shape as the gray object: result from step 1 --> same_material --> same_shape
3. Exclude the gray object: result from step 2 --> AND the result from step 1
4. Count the number of remaining objects: result from step 3 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""same_material""]
    4 --> 5[""same_shape""]
    5 --> 6[""And""]
    6 --> 7[""filter_color_gray""]
    7 --> 8[""count""]
```"
1,"This question asks the number of shiny things that are both behind the big cyan block and on the left side of the gray block. To answer this question, we need to:
1. Find the big cyan block. We expect it to be unique: scene --> filter_color_cyan --> filter_size_large --> unique
2. Find the gray block. We expect it to be unique: scene --> filter_color_gray --> unique
3. Find the objects both behind the cyan block and on the left of the gray block: result from step 1 --> relate_behind; result from step 2 --> relate_left; AND the two results
4. Find the shiny objects: result from step 3 --> filter_material_metal
5. Count the number of shiny objects: result from step 4 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    1 --> 6[""filter_color_gray""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    5 --> 9[""And""]
    8 --> 9
    9 --> 10[""filter_material_metal""]
    10 --> 11[""count""]
```"
2,"This question asks the number of tiny balls that have the same color as the small matte object. To answer this question, we need to first find the small matte object, then find the tiny balls with the same color as it.
1. Find the small matte object. We expect it to be unique: scene --> filter_size_small --> filter_material_matte --> unique
2. Find the tiny balls with the same color as this small matte object: result from step 1 --> same_color
3. Count their number: result from step 2 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_matte""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    1 --> 6[""filter_size_small""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8[""unique""]
    5 --> 9[""And""]
    8 --> 9
    9 --> 10[""count""]
```"
3,"This question asks the number of objects that are either red rubber cylinders or metallic cylinders and on the right side of the green cylinder. To answer this question, we need to:
1. Find the green cylinder. We expect it to be unique: scene --> filter_color_green --> filter_shape_cylinder --> unique
2. Find the objects on the right side of the green cylinder: result from step 1 --> relate_right
3. Filter the objects to get the red rubber cylinders: result from step 2 --> filter_color_red --> filter_material_rubber
4. Filter the objects to get the metallic cylinders: result from step 2 --> filter_material_metal
5. Combine the two results: result from step 3 --> OR --> result from step 4
6. Count the number of objects: result from step 5 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 6[""filter_color_red""]
    6 --> 7[""filter_material_rubber""]
    5 --> 8[""filter_material_metal""]
    7 --> 9[""OR""]
    8 --> 9
    9 --> 10[""count""]
```"
4,"This question asks the number of large objects that are to the right of the large matte cylinder in front of the cylinder that is to the left of the brown cylinder. To answer this question, we need to:
1. Find the brown cylinder. We expect it to be unique: scene --> filter_color_brown --> unique
2. Find the cylinder that is to the left of this brown cylinder: result from step 1 --> relate_left --> filter_shape_cylinder
3. Find the large matte cylinder: scene --> filter_material_metal --> filter_size_large
4. Find the objects that are in front of this large matte cylinder: result from step 3 --> relate_in_front
5. Find the objects that are to the right of the result from step 4: result from step 4 --> relate_right
6. Find the large objects among the result from step 5: result from step 5 --> filter_size_large
7. Count the number of large objects: result from step 6 --> count

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    3 --> 4[""relate_left""]
    4 --> 5[""filter_shape_cylinder""]
    1 --> 6[""filter_material_metal""]
    6 --> 7[""filter_size_large""]
    7 --> 8[""relate_in_front""]
    8 --> 9[""relate_right""]
    9 --> 10[""filter_size_large""]
    10 --> 11[""count""]
```"
5,"This question asks whether the object behind the cube has the same size as the brown shiny cylinder. To answer this question, we need to:
1. Find the brown shiny cylinder. We expect it to be unique: scene --> filter_color_brown --> filter_material_metal --> unique
2. Find the cube: scene --> filter_shape_cube --> unique
3. Find the object behind the cube: result from step 2 --> relate_behind
4. Check if the object from step 3 has the same size as the object from step 1: result from step 3 --> equal_size

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    1 --> 5[""filter_shape_cube""]
    5 --> 6[""unique""]
    6 --> 7[""relate_behind""]
    7 --> 8[""equal_size""]
    4 --> 8
```"
6,"This question asks whether the color of the rubber object on the right side of the large blue rubber block is the same as the tiny shiny ball. To answer this question, we need to:
1. Find the large blue rubber block. We expect it to be unique: scene --> filter_size_large --> filter_material_rubber --> filter_color_blue --> unique
2. Find the rubber object on the right side of the block: result from step 1 --> relate_right --> filter_material_rubber
3. Find the tiny shiny ball. We expect it to be unique: scene --> filter_size_small --> filter_shape_sphere --> unique
4. Compare the color of the rubber object from step 2 and the ball from step 3: result from step 2 --> query_color; result from step 3 --> query_color; equal_color

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_color_blue""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 7[""filter_material_rubber""]
    1 --> 8[""filter_size_small""]
    8 --> 9[""filter_shape_sphere""]
    9 --> 10[""unique""]
    10 --> 11[""query_color""]
    7 --> 12[""query_color""]
    11 --> 13[""equal_color""]
    12 --> 13
```"
7,"This question asks whether the tiny thing to the right of the matte cylinder has the same shape as the big blue thing. To answer this question, we need to:
1. Find the big blue thing. We expect it to be unique: scene --> filter_color_blue --> filter_size_large --> unique
2. Find the matte cylinder. We expect it to be unique: scene --> filter_material_metal --> filter_shape_cylinder --> unique
3. Find the tiny thing to the right of the matte cylinder: result from step 2 --> relate_right --> filter_size_small --> unique
4. Check if the shape of the tiny thing is the same as the big blue thing: result from step 3 --> equal_shape --> result from step 1

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    1 --> 5[""filter_material_metal""]
    5 --> 6[""filter_shape_cylinder""]
    6 --> 7[""unique""]
    7 --> 8[""relate_right""]
    8 --> 9[""filter_size_small""]
    9 --> 10[""unique""]
    10 --> 11[""equal_shape""]
    4 --> 11
```"
8,"This question asks whether the tiny metal object on the right of the gray object is the same color as the matte cube. To answer this question, we need to:
1. Find the gray object. We expect it to be unique: scene --> filter_color_gray --> unique
2. Find the tiny metal object on the right of the gray object: result from step 1 --> relate_right --> filter_size_small --> filter_material_metal --> unique
3. Find the matte cube. We expect it to be unique: scene --> filter_shape_cube --> filter_material_metal --> unique
4. Compare the color of the object in step 2 with the color of the object in step 3: result from step 2 --> query_color; result from step 3 --> query_color; equal_color

```mermaid
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    4 --> 5[""filter_size_small""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""unique""]
    1 --> 8[""filter_shape_cube""]
    8 --> 9[""filter_material_metal""]
    9 --> 10[""unique""]
    7 --> 11[""query_color""]
    10 --> 12[""query_color""]
    11 --> 13[""equal_color""]
    12 --> 13
```"
9,"This question asks whether there are fewer tiny brown metal balls compared to shiny things. To answer this question, we need to first find the number of tiny brown metal balls and the number of shiny things then compare them.
1. Find the set of tiny brown metal balls and count their number: scene --> filter_size_small --> filter_color_brown --> filter_material_metal --> count
2. Find the set of shiny things and count their number: scene --> filter_shape_sphere --> count
3. Compare the two numbers: result from step 1 is less_than result from step 2

```mermaid
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""count""]
    1 --> 6[""filter_shape_sphere""]
    6 --> 7[""count""]
    5 --> 8[""less_than""]
    7 --> 8
```"
