,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 3[""Create report""]
2 --> 3
3 --> 12[""Answer""]
5[""Ask for external expertise""] --> 6[""Expert responds in time""]
6 --> |""Yes""|7[""Forward report to referee""]
6 --> |""No""|5
7 --> 9[""Fill out check to pay for expenses""]
9 --> 10[""EndNode""]
12 --> |""Yes""|7
12 --> |""No""|5"
1,"flowchart LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2[""Fees required?""]
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
3 --> 5[""EndNode""]
4 --> 6[""Purchase approved?""]
6 --> |""No""|7[""Notify rejection""]
6 --> |""Yes""|8[""Send approval notification""]
7 --> 5
8 --> 3"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
2 --> 6[""Fruit Categorization""]
3 --> 6
4 --> 11[""Vegetable Categorization""]
5 --> 6
5 --> 11
6 --> 7[""Milk""]
6 --> 8[""Cheese""]
7 --> 9[""Non-perishable""]
7 --> 10[""Perishable""]
8 --> 9
8 --> 10
9 --> 12[""Temperature Weight and Date Center""]
10 --> 12
11 --> 7
11 --> 8
12 --> 13[""Store items based on item policy""]
13 --> 14[""EndNode""]"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2[""Financial impact?""]
2 --> |""NO""|3[""EndNode""]
2 --> |""YES""|4[""Open EMS""]
4 --> 5[""Contact Application Team""]
4 --> 6[""Contact SA Team""]
4 --> 7[""Contact DBA Team""]
5 --> 8[""Open conference line""]
6 --> 8
7 --> 8
8 --> 9[""Troubleshoot issue""]
8 --> 10[""Check if Resolution is Known""]
9 --> 18[""Check resolution with DBA Team""]
10 --> 11[""Resolution known?""]
10 --> 20[""Resolution known?""]
11 --> |""YES""|12[""Fix issue""]
11 --> |""NO""|13[""Check with vendor""]
12 --> 14[""Resolve and close EMS""]
13 --> 16[""Vendor has fix?""]
14 --> 15[""EndNode""]
16 --> |""NO""|17[""Failover to COB""]
16 --> |""YES""|12
20 --> |""YES""|12
20 --> |""NO""|13"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8[""Is name form populated?""]
8 --> |""No""|2
8 --> |""Yes""|9[""Does end time occur after start time?""]
9 --> |""No""|10[""Display incorrect time notification""]
9 --> |""Yes""|11[""Save event information""]
10 --> 12[""Go back and populate time forms""]
11 --> 13[""EndNode""]
12 --> 3"
5,"flowchart LR
0[""Weekly""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
2 --> 4[""Send payment report to registry""]
2 --> 5[""Generate monthly invoices""]
4 --> 6[""Send out invoices""]
5 --> 6
6 --> 9[""EndNode""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3[""Reserve Inventory""]
3 --> 4[""Purpose of order""]
4 --> |""Replenish inventory""|5[""Replenish inventory""]
4 --> |""Confirm order for delivery""|6[""Confirm Order for Delivery""]
6 --> 7[""EndNode""]"
7,"flowchart LR
0[""StartNode""] --> 1[""RFQ verified?""]
0 --> 8[""Analyze RFQ""]
1 --> |""No""|2[""Ask for more information""]
1 --> |""Yes""|5[""Add overhead costs""]
2 --> 1
5 --> 11[""Generate pricing options""]
6[""Generate sales quote""] --> 7[""EndNode""]
8 --> 1
11 --> 6"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 8[""Check for completeness""]
2[""Data complete?""] --> |""No""|3[""Send failure notice""]
2 --> |""Yes""|5[""Check reinsurance option""]
3 --> 7[""EndNode""]
5 --> 6[""Finish contract""]
6 --> 7
8 --> 2"
9,"flowchart LR
0[""Hungry feeling""] --> 1[""Decide to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
5 --> 7[""Wash salad""]
6 --> 8[""Prepare ingredients for sauce""]
7 --> 9[""Prepare ingredients for dressing""]
8 --> 10[""Make sauce""]
9 --> 11[""Make dressing""]
10 --> 12[""Bring dishes to table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to table""]
14 --> 15[""Finish lunch""]"
