,group,child,parent
0,10,manipulation,influence
1,10,exposure,influence
2,10,enticement,influence
3,10,leading astray,influence
4,10,cross-pollination,influence
5,10,impingement,influence
6,10,hypnotism,manipulation
7,10,mind game,manipulation
8,10,ingratiation,manipulation
9,10,blandishment,manipulation
10,10,underexposure,exposure
11,10,overexposure,exposure
12,10,seduction,enticement
13,10,solicitation,enticement
14,101,tent,shelter
15,101,hut,shelter
16,101,cottage,shelter
17,101,house,shelter
18,101,refuge,shelter
19,101,backpacking tent,tent
20,101,lean-to tent,tent
21,101,bell tent,tent
22,101,tepee,tent
23,101,pyramidal tent,tent
24,101,wall tent,tent
25,101,pavilion,tent
26,101,cottage tent,tent
27,101,Sibley tent,tent
28,101,mountain tent,tent
29,101,umbrella tent,tent
30,101,field tent,tent
31,101,two-man tent,tent
32,101,pop tent,tent
33,101,pup tent,tent
34,101,fly tent,tent
35,101,canvas tent,tent
36,101,Nissen hut,hut
37,101,mudhif,hut
38,101,tupik,hut
39,101,cabana,cottage
40,101,safe house,house
41,101,fallout shelter,house
42,101,dugout,house
43,101,safehold,house
44,101,haven,refuge
45,101,loft,house
46,101,cookhouse,house
47,101,praetorium,house
48,101,igloo,shelter
49,101,hovel,shelter
50,101,circus tent,tent
51,101,mantelet,shelter
52,101,sconce,shelter
53,101,harbor,shelter
54,101,storm cellar,shelter
55,105,drum,percussion instrument
56,105,cymbal,percussion instrument
57,105,gong,percussion instrument
58,105,xylophone,percussion instrument
59,105,piano,percussion instrument
60,105,triangle,percussion instrument
61,105,tambourine,percussion instrument
62,105,maraca,percussion instrument
63,105,lagerphone,percussion instrument
64,105,bones,percussion instrument
65,105,handbell,percussion instrument
66,105,carillon,percussion instrument
67,105,steel drum,percussion instrument
68,105,rain stick,percussion instrument
69,105,zill,percussion instrument
70,105,bass drum,drum
71,105,snare drum,drum
72,105,tenor drum,drum
73,105,bongo,drum
74,105,tabor,drum
75,105,timbrel,drum
76,105,high-hat cymbal,cymbal
77,105,glockenspiel,xylophone
78,105,marimba,xylophone
79,105,vibraphone,xylophone
80,105,grand piano,piano
81,105,baby grand,piano
82,105,upright,piano
83,105,spinet,piano
84,105,mechanical piano,piano
85,105,concert grand,grand piano
86,13,coefficient of friction,coefficient
87,13,coefficient of elasticity,coefficient
88,13,coefficient of viscosity,coefficient
89,13,coefficient of expansion,coefficient
90,13,coefficient of self induction,coefficient
91,13,coefficient of mutual induction,coefficient
92,13,coefficient of reflection,coefficient
93,13,absorption coefficient,coefficient
94,13,drag coefficient,coefficient
95,13,transmittance,coefficient
96,13,modulus,coefficient of elasticity
97,13,Young's modulus,modulus
98,13,bulk modulus,modulus
99,13,modulus of rigidity,modulus
100,137,microcytic anemia,anemia
101,137,macrocytic anemia,anemia
102,137,hypochromic anemia,anemia
103,137,hyperchromic anemia,anemia
104,137,hemolytic anemia,anemia
105,137,metaplastic anemia,anemia
106,137,refractory anemia,anemia
107,137,aplastic anemia,anemia
108,137,sickle-cell anemia,anemia
109,137,iron deficiency anemia,microcytic anemia
110,137,thalassemia,microcytic anemia
111,137,sideroblastic anemia,microcytic anemia
112,137,megaloblastic anemia,macrocytic anemia
113,137,pernicious anemia,macrocytic anemia
114,137,erythroblastosis fetalis,hemolytic anemia
115,137,favism,hemolytic anemia
116,137,Fanconi's anemia,aplastic anemia
117,137,Cooley's anemia,thalassemia
118,137,hypoplastic anemia,aplastic anemia
119,137,chlorosis,iron deficiency anemia
120,138,marriage,marital status
121,138,bachelorhood,marital status
122,138,spinsterhood,marital status
123,138,widowhood,marital status
124,138,cuckoldom,marital status
125,138,monogamy,marriage
126,138,polygamy,marriage
127,138,common-law marriage,marriage
128,138,civil union,marriage
129,138,marriage of convenience,marriage
130,138,mesalliance,marriage
131,138,misalliance,marriage
132,138,monandry,monogamy
133,138,monogyny,monogamy
134,138,serial monogamy,monogamy
135,138,open marriage,monogamy
136,138,polygyny,polygamy
137,138,polyandry,polygamy
138,138,bigamy,polygamy
139,138,sigeh,polygamy
140,138,exogamy,marital status
141,138,endogamy,marital status
142,15,air travel,flight
143,15,sortie,flight
144,15,hang gliding,flight
145,15,parasailing,flight
146,15,ballooning,flight
147,15,acrobatics,flight
148,15,solo,air travel
149,15,maiden flight,air travel
150,15,tailspin,acrobatics
151,15,terrain flight,flight
152,15,blind flying,flight
153,15,glide,flight
154,15,overflight,flight
155,15,flyover,flight
156,15,pass,flight
157,150,joke,wit
158,150,fun,wit
159,150,cartoon,wit
160,150,comic strip,wit
161,150,one-liner,joke
162,150,shaggy dog story,joke
163,150,sick joke,joke
164,150,dirty joke,joke
165,150,ethnic joke,joke
166,150,in-joke,joke
167,150,banter,wit
168,150,badinage,banter
169,150,repartee,banter
170,150,persiflage,banter
171,150,jocosity,wit
172,150,drollery,jocosity
173,150,pungency,jocosity
174,150,waggery,jocosity
175,150,mock-heroic,joke
176,150,ribaldry,joke
177,150,pun,joke
178,150,caricature,cartoon
179,150,parody,joke
180,150,funny story,joke
181,150,sight gag,cartoon
182,150,topper,joke
183,150,esprit de l'escalier,wit
184,150,bon mot,wit
185,150,belly laugh,fun
186,150,jeu d'esprit,wit
187,17,elementary education,education
188,17,secondary education,education
189,17,higher education,education
190,17,continuing education,education
191,17,adult education,education
192,17,extension,continuing education
193,17,extension course,continuing education
194,17,correspondence course,continuing education
195,17,home study,continuing education
196,17,course,education
197,17,required course,course
198,17,elective course,course
199,17,orientation course,course
200,17,refresher course,course
201,17,seminar,course
202,17,course of lectures,course
203,17,industrial arts,education
204,17,shop class,industrial arts
205,17,art class,education
206,17,dramatics,education
207,17,life class,education
208,17,coeducation,education
209,17,team teaching,education
210,17,work-study program,education
211,17,extracurricular activity,education
212,17,athletics,extracurricular activity
213,17,propaedeutic,education
214,17,childbirth-preparation class,education
215,17,workshop,education
216,17,directed study,education
217,171,jacamar,piciform bird
218,171,puffbird,piciform bird
219,171,barbet,piciform bird
220,171,toucan,piciform bird
221,171,woodpecker,piciform bird
222,171,toucanet,toucan
223,171,sapsucker,woodpecker
224,171,flicker,woodpecker
225,171,piculet,woodpecker
226,171,yellow-bellied sapsucker,sapsucker
227,171,red-breasted sapsucker,sapsucker
228,171,gilded flicker,flicker
229,171,red-shafted flicker,flicker
230,171,yellow-shafted flicker,flicker
231,171,downy woodpecker,woodpecker
232,171,redheaded woodpecker,woodpecker
233,171,green woodpecker,woodpecker
234,171,ivorybill,woodpecker
235,171,wryneck,woodpecker
236,171,honey guide,piciform bird
237,177,guillemot,auk
238,177,auklet,auk
239,177,murre,auk
240,177,razorbill,auk
241,177,great auk,auk
242,177,little auk,auk
243,177,black guillemot,guillemot
244,177,pigeon guillemot,guillemot
245,177,common murre,murre
246,177,thick-billed murre,murre
247,180,apple tree,apple
248,180,crab apple,apple
249,180,wild apple,apple
250,180,wild crab,crab apple
251,180,American crab apple,crab apple
252,180,Iowa crab,crab apple
253,180,Oregon crab apple,crab apple
254,180,Southern crab apple,crab apple
255,180,Bechtel crab,crab apple
256,180,Siberian crab,crab apple
257,184,introduction,beginning
258,184,initiation,beginning
259,184,inauguration,beginning
260,184,creation,beginning
261,184,startup,beginning
262,184,activation,beginning
263,184,scrum,beginning
264,184,product introduction,introduction
265,184,icebreaker,introduction
266,184,curtain raiser,introduction
267,184,tip-off,introduction
268,184,face-off,introduction
269,184,kickoff,introduction
270,184,induction,initiation
271,184,installation,initiation
272,184,groundbreaking,initiation
273,184,housing start,initiation
274,184,naturalization,initiation
275,184,communization,initiation
276,184,collectivization,initiation
277,184,unionization,initiation
278,184,induction of labor,induction
279,184,hypnogenesis,induction
280,184,federation,inauguration
281,184,constitution,inauguration
282,184,authorship,creation
283,184,population,creation
284,184,resumption,beginning
285,184,attack,beginning
286,184,first step,beginning
287,184,ushering in,beginning
288,184,colonization,beginning
289,184,springboard,beginning
290,184,peace initiative,beginning
291,184,first base,beginning
292,193,progymnosperm,gymnosperm
293,193,seed fern,gymnosperm
294,193,cycad,gymnosperm
295,193,sago palm,gymnosperm
296,193,welwitschia,gymnosperm
