,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 -->|""Interview results""| 2
2 --> 3[""Create report""]
3 -->|""Report""| 4{""Expert responds in time?""}
4 --> |""Yes""| 5[""Forward report to referee""]
4 --> |""No""| 6[""Ask for external expertise""]
5 --> 7[""Fill out check to pay for expenses""]
6 --> 4
5 --> 8[""EndNode""]
"
1,"
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Check if fees are required""}
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
3 --> 5[""EndNode""]
4 --> 6{""Check if purchase has been approved""}
6 --> |""Denied""|7[""Notify rejection""]
6 --> |""Approved""|8[""Send approval notification""]
7 --> 5
8 --> 3
"
2,"
graph LR
0[""Accept Item""] --> 1[""Dairy""]
0 --> 2[""Other""]
0 --> 3[""Vegetable""]
1 --> 11[""Temperature, Weight, and Date Center""]
2 --> 11
3 --> 4[""Fruits""]
3 --> 5[""Fruit Categorization""]
4 --> 11
4 --> 6[""Vegetable Categorization""]
5 --> 11
6 --> 11
7[""Milk""] --> 11
8[""Cheese""] --> 11
9[""Non-perishable""] --> 11
10[""Perishable""] --> 11
11 --> 12[""Store items based on policy""]
"
3,"
graph LR
0[""Detect Incident""] --> 1{""Financial Impact?""}
1 --> |""YES""| 2[""Open EMS""]
1 --> |""NO""| 3[""End Process""]
2 --> 4[""Contact Application Team""]
2 --> 5[""Contact SA Team""]
2 --> 6[""Contact DBA Team""]
4 --> 7[""Open Conference Line""]
5 --> 7
6 --> 7
7 --> 8[""Troubleshoot Issue""]
8 --> 9{""Resolution Known?""}
9 --> |""YES""| 10[""Fix Issue""]
9 --> |""NO""| 11[""Check with Vendor""]
10 --> 12[""Resolve and Close EMS""]
11 --> 13{""Vendor Has Fix?""}
13 --> |""YES""| 10
13 --> |""NO""| 14[""Failover to COB""]
12 --> 3
14 --> 3
"
4,"
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8{""Is name form populated?""}
8 --> |""Yes""| 9{""Does end time occur after start time?""}
8 --> |""No""| 2
9 --> |""Yes""| 10[""Save event information""]
9 --> |""No""| 11[""Display incorrect time notification""]
11 --> 3
10 --> 12[""EndNode""]
"
5,"
graph LR
0[""Weekly, in time for discounts""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
3 --> 4[""Send payment report to registry""]
3 --> 5[""Generate monthly invoices""]
5 --> 6[""Send out invoices""]
4 --> 6
6 --> 7[""EndNode""]
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3{""Purpose of Inventory?""}
3 --> |""Replenish Inventory""|4[""Reserve Inventory""]
3 --> |""Confirm Order for Delivery""|5[""EndNode""]
"
7,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""RFQ Verified?""}
2 --> |""No""| 3[""Ask for more information""]
3 --> 4[""Provide clarification""]
4 --> 1
2 --> |""Yes""| 5[""Analyze RFQ""]
5 --> 6[""Provide L&M cost estimates""]
6 --> 7[""Add overhead costs""]
7 --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Check for completeness""]
2 --> 3{""Is data complete?""}
3 --> |""Yes""| 4[""Perform risk assessment""]
3 --> |""No""| 5[""Send failure notice""]
4 --> 6[""Check reinsurance option""]
6 --> 7[""Finish contract""]
5 --> 8[""EndNode""]
7 --> 8
"
9,"
graph LR
0[""Hungry feeling""] --> 1[""Decide to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
5 --> 7[""Wash salad""]
6 --> 8[""Prepare ingredients for sauce""]
7 --> 9[""Prepare ingredients for dressing""]
8 --> 10[""Make sauce""]
9 --> 11[""Make dressing""]
10 --> 12[""Bring dishes to the table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to the table""]
14 --> 15[""Finish lunch""]
"
10,"
graph LR
0[""Customer encounters a problem""] --> 1[""Obtain detailed description of the problem""]
1 --> 2{""Can I handle the problem myself?""}
2 --> |""Yes""| 3[""Explain the solution""]
2 --> |""No""| 4[""Send email to support system""]
4 --> 5[""Wait for an answer""]
5 --> 6[""Receive answer""]
6 --> 3
3 --> 7[""EndNode""]
"
11,"
graph LR
0[""Complete purchase order""] --> 1[""Send invoice""]
0 --> 2[""Send goods""]
1 --> 3[""EndNode""]
2 --> 3
"
12,"
graph LR
0[""Prepare shipment order""] --> 1[""Send shipment order""]
1 --> 2[""Carrier provides response""]
2 --> 3{""Carrier response""}
3 --> |""No""| 4[""Move to Link A""]
3 --> |""Yes""| 5[""Accept shipment order""]
5 --> 6{""Carrier response""}
6 --> |""No""| 4
6 --> |""Yes""| 7[""Realize ordered shipment""]
7 --> 8[""EndNode""]
"
13,"
flowchart LR
0[""Order received""] --> 1[""Invoice created""]
0 --> 2[""Shipping prepared""]
1 --> 3[""Invoice sent""]
2 --> 4[""Item shipped""]
3 --> 5[""Payment confirmed""]
5 --> 6[""EndNode""]
"
14,"
graph LR
0[""StartNode""] --> 1{""Can fulfill order?""}
1 --> |""Yes""| 2[""Confirm order""]
1 --> |""No""| 3[""Reject order""]
2 --> 4[""Deliver order""]
3 --> 5[""Notify order rejected""]
4 --> 6[""Notify order delivered""]
5 --> 7[""EndNode""]
6 --> 7
"
15,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""RFQ verification successful?""}
2 --> |""Yes""| 3[""Analyze RFQ""]
2 --> |""No""| 4[""Ask for more information""]
3 --> 5[""Provide L&M cost estimates""]
4 --> 1
5 --> 6[""Add overhead cost""]
6 --> 7[""Generate pricing options""]
7 --> 8[""Generate sales quote""]
8 --> 9[""EndNode""]
"
16,"
graph LR
0[""StartNode""] --> 1[""Check Customer's Credit History""]
0 --> 2[""Conduct Property Survey""]
0 --> 3[""Search Property Title""]
1 --> 4[""Credit History File""]
2 --> 5[""Survey Document""]
3 --> 6[""EndNode""]
4 --> 6
5 --> 6
"
17,"
graph LR
0[""StartNode""] --> 1[""Change status""]
1 --> 2{""Is product on sale?""}
2 --> |""Yes""| 3[""Mark product as on sale""]
2 --> |""No""| 4[""Mark product as not on sale""]
3 --> 5{""Is product on sale?""}
5 --> |""Yes""| 3
5 --> |""No""| 4
4 --> 6[""EndNode""]
"
18,"
flowchart LR
0[""Identify invoice errors""] --> 3[""Send invoice back""]
1[""Highlight errors on entry form""] --> 3
2[""Update record of mistakes""] --> 3
"
