,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 9[""File results and expertise""]
5[""Expert responds in time?""] --> |""Yes""|6[""Forward to referee""]"
1,"flowchart LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2[""Fees required?""]
2 --> |""No""|3[""Register Post-Seminar Results""]
2 --> |""Yes""|4[""Create Purchase Request""]
3 --> 5[""EndNode""]
4 --> 6[""Purchase approved?""]
6 --> |""No""|7[""Notify rejection""]
6 --> |""Yes""|8[""Send approval notification""]
7 --> 5
8 --> 9[""Register post-seminar results""]"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 21[""Perishable""]
3 --> 8[""Vegetable Categorization""]
4 --> 5[""Fruits""]
5 --> 6[""Fruit Categorization""]
5 --> 11[""Fruits""]
8 --> 20[""Non-perishable""]
11 --> 12[""Temperature Weight and Date Center""]
12 --> 14[""Cheese""]
14 --> 12
20 --> 26[""Temperature Weight and Date Center""]
21 --> 22[""Store items""]
22 --> 18[""EndNode""]"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect an incident""]
1 --> 2[""Financial impact?""]
2 --> |""YES""|3[""Open EMS""]
2 --> |""NO""|22[""End process""]
3 --> 4[""Contact Application Team""]
3 --> 5[""Contact SA Team""]
3 --> 6[""Contact DBA Team""]
4 --> 7[""Open conference line""]
5 --> 7
6 --> 7
7 --> 8[""Troubleshoot issue""]
8 --> 17[""Contact DBA Team""]
11[""Check with vendor""] --> 20[""Check if resolution <br>is known""]
14[""Resolve and close EMS""] --> 22
17 --> 18[""Check if resolution is <br>known""]
18 --> |""YES""|11
18 --> |""NO""|19[""Fix issue""]
20 --> |""YES""|14
20 --> |""NO""|10[""Fix issue""]"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate the name form""]
1 --> 3[""Populate the time forms""]
2 --> 4[""Populate location forms""]
2 --> 3
3 --> 4
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 8[""Name form populated?""]
7[""Confirm event creation""] --> 8
8 --> |""Yes""|9[""Does end time occur after start time?""]
8 --> |""No""|10[""Time form populated?""]
9 --> |""Yes""|11[""Save event information""]
9 --> |""No""|15[""{End time occurs after start time?}""]
11 --> 13[""EndNode""]
12[""Display incorrect time notification""] --> 14[""Go back and populate time forms""]
15 --> |""Yes""|7
15 --> |""No""|12"
5,"flowchart LR
0[""Weekly""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable Department""]
2 --> 4[""Send Payment Report to Registry""]
3 --> 5[""Generate Monthly Invoices""]
4 --> 5
5 --> 6[""Send Out Invoices""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3[""Reserve Inventory""]
3 --> 4[""Purposes of Purchase Order""]
4 --> |""No""|3
4 --> |""Yes""|10[""EndNode""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""Is RFQ verified?""]
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""RFQ is verified?""]
6 --> |""No""|7[""Ask for more information""]
6 --> |""Yes""|8[""Add overhead costs""]
7 --> 8
8 --> 9[""Generate pricing options""]
9 --> 10[""Generate sales quote""]
10 --> 11[""EndNode""]"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Data complete?""]
2 --> |""Yes""|4[""loop:Check data completeness and perform risk assessment""]
2 --> |""No""|9[""Check data completeness""]
3[""Send failure notice""] --> 8[""EndNode""]
4 --> 2
5[""Check reinsurance option""] --> 6[""Finish contract""]
9 --> 11[""Data complete?""]
11 --> |""No""|3
11 --> |""Yes""|5"
9,"flowchart LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> 3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 6[""Prepare salad for washing""]
5 --> 7[""Put pasta into water""]
6 --> 8[""Wash salad""]
7 --> 11[""Prepare ingredients to make a sauce""]
8 --> 9[""Prepare ingredients to make a dressing""]
9 --> 10[""Make dressing""]
10 --> 12[""Bring dishes to table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to table""]
14 --> 15[""Finish lunch""]
15 --> 16[""EndNode""]"
10,"flowchart LR
0[""StartNode""] --> 1[""Obtain problem description""]
1 --> 2[""Can handle problem myself?""]
2 --> |""Yes""|3[""Explain solution""]
2 --> |""No""|4[""Send email to support system""]
3 --> 5[""EndNode""]
4 --> 6[""Wait for answer from support system""]
6 --> 7[""Explain solution""]
7 --> |""Yes""|3
7 --> |""No""|4"
11,"flowchart LR
0[""StartNode""] --> 1[""Complete purchase order""]
1 --> 2[""Send invoice""]
1 --> 3[""Send goods""]
2 --> 4[""Process concludes""]
3 --> 5[""EndNode""]
4 --> 5"
12,"flowchart LR
0[""StartNode""] --> 1[""Preparation of shipment order""]
1 --> 2[""Send shipment order""]
2 --> 3[""Carrier response""]
3 --> |""The answer was positive""|4[""Acceptance of the shipment order""]
3 --> |""no""|5[""EndNode| goto A 3. Acquisition of carriers""]
4 --> 6[""Carriers response""]
6 --> |""no""|5
6 --> |""yes""|7[""Ordered shipment realized""]
7 --> 8[""EndNode""]"
13,"flowchart LR
0[""StartNode""] --> 1[""Receive Order""]
1 --> 2[""Create Invoice""]
1 --> 3[""Prepare Shipping""]
2 --> 4[""Send Invoice""]
3 --> 5[""Ship Item""]
4 --> 6[""Confirm Payment""]
6 --> 7[""EndNode""]"
14,"flowchart LR
0[""StartNode""] --> 1[""Can we fulfill the order?""]
0 --> 4[""Check if we can fulfill the order""]
1 --> |""No""|3[""Reject the order""]
1 --> |""Yes""|5[""Confirm the order""]
3 --> 8[""Notify order rejected""]
4 --> |""Yes""|5
4 --> |""No""|3
5 --> 6[""Deliver the order""]
6 --> 7[""Notify order delivered""]"
15,"flowchart LR
0[""StartNode""] --> 7[""Verify the RFQ""]
4[""Add overhead cost""] --> 5[""Generate pricing options""]
5 --> 13[""Generate sales quote""]
7 --> 8[""Verification of RFQ successful?""]
8 --> |""No""|2[""Ask for more information""]
8 --> |""Yes""|9[""Analyze RFQ""]
9 --> 10[""Provide L&M cost estimates""]
10 --> 11[""Verify RFQ for completeness""]
11 --> |""Yes""|4
11 --> |""No""|12[""Ask for more information""]
13 --> 14[""EndNode""]"
16,"flowchart LR
0[""StartNode""] --> 1[""Check Customer's Credit History""]
0 --> 2[""Conduct a Property Survey""]
0 --> 3[""Search the Property Title""]
1 --> 4[""End process""]
2 --> 4
3 --> 4"
17,"flowchart LR
0[""StartNode""] --> 1[""Change status""]
1 --> 2[""Is product on sale?""]
2 --> |""Yes""|3[""Mark product as on sale""]
2 --> |""No""|4[""Mark product as not on sale""]
4 --> 6[""Is product on sale?""]
6 --> |""Yes""|3
6 --> |""No""|5[""EndNode""]"
18,"flowchart LR
0[""StartNode""] --> 1[""Identify invoice errors""]
1 --> 2[""Highlight errors on entry form""]
1 --> 3[""Update record of mistakes""]
2 --> 4[""Send invoice back""]
3 --> 4
4 --> 6[""Conclude process""]"
19,"flowchart LR
0[""StartNode""] --> 1[""Run invoice payment process for SSP""]
1 --> 2[""Send payment report to Accounts Receivable""]
2 --> 3[""Generate invoice payment report""]
2 --> 5[""Generate monthly invoices for clients""]
5 --> 6[""Charge clients""]
6 --> 9[""EndNode""]"
20,"flowchart LR
0[""StartNode""] --> 1[""Check Completeness""]
1 --> 2[""Verify Credit History""]
2 --> 3[""Check Result?""]
2 --> 10[""Check Result?""]
3 --> |""No""|7[""Customer Request Rejected""]
3 --> |""Yes""|8[""Customer Request Approved""]
6[""Examine Loan Request""] --> 3
7 --> 9[""EndNode""]
8 --> 9
10 --> |""Rejection""|5[""Customer Request Rejected""]
10 --> |""Acceptance""|6"
