,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]"
1,"flowchart LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2[""Fees required?""]
2 --> |""No""|3[""Register Post-Seminar Results""]
2 --> |""Yes""|4[""Create Purchase Request""]
3 --> 5[""EndNode""]
4 --> 6[""Purchase Request Approved?""]
6 --> |""No""|7[""Notify Rejection""]
6 --> |""Yes""|8[""Send Approval Notification""]
7 --> 5"
2,"flowchart LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
11[""Fruits""] --> 12[""Temperature Weight and Date Center""]"
3,"flowchart LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2[""Financial impact?""]
2 --> |""YES""|3[""Open EMS""]
5[""Contact SA Team""] --> 7[""Open conference line""]
6[""Contact DBA Team""] --> 7
7 --> 8[""Troubleshoot issue""]"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
3[""Populate time forms""] --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
8[""Is name form populated?""] --> |""Yes""|9[""Does end time occur after start time?""]
12[""Display incorrect time notification""] --> 14[""Go back and populate time forms""]"
5,"flowchart LR
0[""Weekly""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
2 --> 4[""Send payment report to registry""]
5[""Generate monthly invoices""] --> 6[""Send out invoices""]"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3[""Reserve Inventory""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""RFQ is verified?""]
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""RFQ is verified?""]
6 --> |""No""|7[""Ask for more information""]
8[""Add Overhead Costs""] --> 9[""Generate Pricing Options""]
9 --> 10[""Generate Sales Quote""]
10 --> 11[""EndNode""]"
8,"flowchart LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Is the data complete?""]
2 --> |""No""|3[""Send a failure notice""]
5[""Check reinsurance option""] --> 6[""Finish contract""]"
9,"flowchart LR
0[""StartNode""] --> 1[""Hungry feeling""]
1 --> 2[""Decide to cook""]
2 --> |""Yes""|3[""Choose recipes""]
3 --> 4[""Prepare ingredients""]
4 --> 5[""Prepare water for pasta""]
4 --> 6[""Prepare salad for washing""]
5 --> 7[""Put pasta into the water""]
6 --> 8[""Wash salad""]
7 --> 11[""Prepare ingredients to make a sauce""]
8 --> 9[""Prepare ingredients to make a dressing""]
9 --> 10[""Make the dressing""]
12[""Bring the dishes to the table""] --> 13[""Prepare the dishes""]
13 --> 14[""Bring the meal to the table""]
14 --> 15[""Finish lunch""]
15 --> 16[""EndNode""]"
