,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 3{""Yes/No""}
2 --> 3
3 --> |""Yes""|4[""Create report""]
3 --> |""No""|5[""Ask for external expertise""]
4 --> 6[""Check if expert responds in time""]
5 --> 6
6 --> |""Yes""|7[""Forward to referee""]
6 --> |""No""|7[""Ask for external expertise""]
7 --> 8[""Fill out the check to pay for the expenses""]
8 --> 9[""EndNode""]
"
1,"
graph LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2{""Fees are required?""}
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
3 --> 5[""EndNode""]
4 --> 6{""Purchase request approved""}
6 --> |""No""|7[""Notify rejection""]
7 --> 5
6 --> |""Yes""|8[""Send approval notification""]
8 --> 9[""Register post-seminar results""]
"
2,"
graph LR
0[""StartNode""] --> 1[""Accept the item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
2 --> 6[""Fruit Categorization""]
2 --> 7[""Temperature Weight and Date Center""]
3 --> 8[""Vegetable Categorization""]
3 --> 7
4 --> 7
5 --> 7
6 --> 7
7 --> 8
8 --> 9[""Non-perishable""]
8 --> 10[""Perishable""]
9 --> 11[""Store items""]
10 --> 11
11 --> 12[""EndNode""]
"
3,"
graph LR
0[""StartNode""] --> 1[""Detect an incident""]
1 --> 2{""Financial impact""}
2 --> |""NO""|3[""End process""]
2 --> |""YES""|4[""Open EMS""]
4 --> 5[""Contact Application Team""]
4 --> 6[""Contact SA Team""]
4 --> 7[""Contact DBA Team""]
7 --> 8[""Open conference line""]
5 --> 8
6 --> 8
7 --> 8
8 --> 9[""Troubleshoot issue""]
9 --> 10[""Contact DBA Team""]
10 --> 11{""Check if resolution is <br>known""}
11 --> |""NO""|12[""Fix issue""]
11 --> |""YES""|13[""Check with vendor""]
13 --> 14{""Check if resolution <br>is known""}
14 --> |""NO""|15[""Fix issue""]
14 --> |""YES""|16[""Resolve and close EMS""]
16 --> 17[""End process""]
15 --> 18[""Failover to COB""]
18 --> 19[""Fix issue""]
19 --> 20{""Check if vendor has <br>a fix""}
20 --> |""NO""|21[""Failover to COB""]
20 --> |""YES""|19
"
4,"
graph LR
0[""StartNode""] --> 1[""Open the event creation page""]
1 --> 2[""Populate the name form""]
2 --> 3[""Populate the time forms""]
3 --> 4[""Populate the location forms""]
4 --> 5[""Populate additional information""]
5 --> 6{""Name form populated?""}
6 --> |""Yes""|7[""{End time occurs after start time?}""]
7 --> |""Yes""|8[""Confirm the event creation""]
7 --> |""No""|9[""{End time occurs after start time?}""]
9 --> |""Yes""|8
9 --> |""No""|10[""Display an incorrect time notification""]
9 --> 11[""Populate the time forms""]
8 --> 12[""Pay attention to the fact that it is saved on Facebook""]
10 --> 13[""Populate the time forms""]
12 --> 14[""EndNode""]
"
5,"
graph LR
0[""Weekly""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable""]
2 --> 4[""Send Payment Report to Registry""]
1 --> 5[""Generate Monthly Invoices""]
2 --> 5
5 --> 6[""Send Out Invoices""]
4 --> 6
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit a Purchase Order""]
1 --> 2[""Select a warehouse""]
2 --> 3[""Reserve inventory""]
3 --> 4{""Purpose of the order""}
4 --> |""Replenish""|5[""Replenish inventory""]
4 --> |""Delivery""|6[""Deliver order""]
5 --> 7[""EndNode""]
6 --> 7
"
7,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Is RFQ verified?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6{""Is RFQ verified?""}
6 --> |""No""|7[""Ask for more information""]
7 --> 8[""Provide clarification""]
8 --> 2
2 --> |""Yes""|9[""Add overhead costs""]
9 --> 10[""Generate pricing options""]
10 --> 11[""Generate sales quote""]
11 --> 12[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2{""Data complete?""}
2 --> |""Yes""| 3[""Perform risk assessment""]
2 --> |""No""| 4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
4 --> 2
6 --> 7[""EndNode""]
"
9,"
graph LR
0[""StartNode""] --> 1[""Feeling Hungry""]
1 --> 2{""Deciding to cook""}
2 -->  |""Yes""| 3[""Choose recipes""]
2 -->  |""No""| 4[""EndNode""]
3 --> 5[""Prepare ingredients""]
5 --> 6[""Prepare water for pasta""]
5 --> 7[""Prepare salad for washing""]
6 --> 8[""Put pasta into water""]
7 --> 9[""Wash salad""]
9 --> 10[""Prepare dressing ingredients""]
8 --> 11[""Make sauce""]
9 --> 11
10 --> 12[""Make dressing""]
11 --> 13[""Bring dishes to table""]
13 --> 14[""Prepare dishes""]
14 --> 15[""Bring meal to table""]
15 --> 16[""Finish lunch""]
16 --> 17[""EndNode""]
"
10,"
graph LR
0[""StartNode""] --> 1{""Can I handle it?""}
1 --> |""Yes""|2[""Explain solution""]
1 --> |""No""|3[""Send email to support system""]
2 -->true4[""End the process""]
3 --> 4[""Wait for answer from support system""]
4 --> true5[""Explain solution""]
5 --> true6[""End the process""]
"
11,"
graph LR
0[""StartNode""] --> 1[""Complete the purchase order""]
1 --> 2[""Send the invoice""]
1 --> 3[""Send the goods""]
2 --> 4[""Conclude the process""]
3 --> 4
4 --> 5[""EndNode""]
"
12,"
graph LR
0[""StartNode""] --> 1[""Prepare shipment order""]
1 --> 2[""Send shipment order""]
2 --> 3{""Carrier response""}
3 --> |""no""|4[""Link A (3. Acquisition of carriers)""]
3 --> |""yes""|5[""Accept shipment order""]
5 --> 6{""Carrier response""}
6 --> |""no""|7[""Link A (3. Acquisition of carriers)""]
6 --> |""yes""|8[""Realize ordered shipment""]
8 --> 9[""EndNode""]
"
13,"
graph LR
0[""StartNode""] --> 1[""Order received""]
1 --> 2[""Create invoice""]
1 --> 3[""Prepare shipping""]
2 --> 4[""Send invoice""]
3 --> 5[""Ship item""]
4 --> 6[""Payment confirmed""]
5 --> 6
6 --> 7[""EndNode""]
"
14,"
graph LR
0[""StartNode""] --> 1{""Can we fulfill the order?""}
1 --> |""Yes""| 2[""Confirm the order""]
1 --> |""No""| 3{""Can we fulfill the order?""}
3 --> |""Yes""| 2
3 --> |""No""| 4[""Reject the order""]
2 --> 5[""Deliver the order""]
5 --> 6[""Deliver successful notification""]
4 --> 7[""Order rejected notification""]
"
15,"
graph LR
0[""StartNode""] --> 1[""Verify the RFQ""]
1 --> 2{""Verification of RFQ successful?""}
2 --> |""No""|3[""Ask for more information""]
3 --> 1
2 --> |""Yes""|4[""Analyze the RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""Verify RFQ for completeness""]
6 --> |""No""|7[""Ask for more information""]
7 --> 1
6 --> |""Yes""|8[""Add overhead cost""]
8 --> 9[""Generate pricing options""]
9 --> 10[""Generate sales quote""]
10 --> 11[""EndNode""]
"
16,"
graph LR
0[""StartNode""] --> 1[""Check Customer's Credit History""]
0 --> 2[""Conduct Property Survey""]
1 --> 3[""End Process""]
2 --> 3
"
17,"
graph LR
0[""StartNode""] --> 1[""Change status""]
1 --> 2{""Product on sale?""}
2 --> |""Yes""|3[""Product marked as on sale""]
2 --> |""No""|4[""End: Product marked as not on sale""]
4 --> 5[""Change status""]
5 --> 2
"
